lote_interno,coste_componente_unitario,componente
2302-058,0.75,MAT366
2302-079,0.75,MAT366
2303-043,0.75,MAT366
2304-016,0.75,MAT366
2403-040,0.75,MAT366
2302-029,5.32,MAT367
2302-099,5.32,MAT367
2302-110,5.32,MAT367
2303-027,5.32,MAT367
2304-025,5.32,MAT367
2306-107,6.2,MAT367
2501-051,6.354,MAT367
2503-012,6.354,MAT367
2302-030,9.115,MAT368
2302-061,9.115,MAT368
2302-111,9.115,MAT368
2304-026,9.115,MAT368
2302-085,0.828,MAT369
2303-038,0.828,MAT369
2304-019,0.828,MAT369
2304-048,5.4,MAT370
2305-052,5.4,MAT370
2308-046,5.4,MAT370
2311-009,5.4,MAT370
2312-031,5.4,MAT370
2402-009,5.4,MAT370
2403-054,5.4,MAT370
2405-088,5.4,MAT370
2407-124,5.4,MAT370
2409-126,5.4,MAT370
2410-083,5.4,MAT370
2412-091,5.4,MAT370
2304-008,3.45,MAT371
2304-078,3.45,MAT371
2305-083,3.45,MAT371
2306-055,3.45,MAT371
2307-023,3.45,MAT371
2308-057,3.45,MAT371
2309-049,3.45,MAT371
2310-053,3.45,MAT371
2312-054,3.45,MAT371
2304-027,8.2,MAT372
2306-077,8.2,MAT372
2310-091,8.2,MAT372
2312-120,8.2,MAT372
2403-049,8.2,MAT372
2406-009,8.2,MAT372
2407-012,8.2,MAT372
2409-117,8.2,MAT372
2410-105,8.2,MAT372
2501-005,8.2,MAT372
2304-093,4.55,MAT373
2305-113,4.55,MAT373
2306-108,4.55,MAT373
2307-080,4.55,MAT373
2309-051,4.55,MAT373
2309-087,4.55,MAT373
2310-095,4.55,MAT373
2311-094,4.55,MAT373
2312-112,4.55,MAT373
2403-094,5.5,MAT373
2404-078,5.5,MAT373
2405-111,5.9,MAT373
2406-029,5.9,MAT373
2406-081,5.9,MAT373
2406-100,5.9,MAT373
2407-046,5.5,MAT373
2407-112,5.5,MAT373
2408-038,5.9,MAT373
2408-070,5.9,MAT373
2409-055,5.9,MAT373
2409-116,5.9,MAT373
2411-060,5.9,MAT373
2412-094,5.9,MAT373
2501-011,5.08,MAT373
2502-036,5.08,MAT373
2503-037,5.08,MAT373
2504-021,5.08,MAT373
2309-110,5.269259259259259,MAT373
2305-010,2.43,MAT379
2305-117,2.43,MAT379
2308-089,2.43,MAT379
2310-006,2.43,MAT379
2311-037,2.253,MAT379
2311-069,2.253,MAT379
2312-035,2.253,MAT379
2401-016,2.253,MAT379
2402-003,2.253,MAT379
2402-084,2.253,MAT379
2403-030,2.253,MAT379
2403-090,2.253,MAT379
2404-040,2.253,MAT379
2404-113,2.253,MAT379
2405-050,2.253,MAT379
2407-020,2.253,MAT379
2407-064,2.253,MAT379
2408-043,2.253,MAT379
2408-067,2.253,MAT379
2409-086,2.253,MAT379
2410-078,2.253,MAT379
2411-056,2.253,MAT379
2412-082,2.253,MAT379
2412-083,2.253,MAT379
2501-056,2.253,MAT379
2502-032,2.253,MAT379
2502-098,2.253,MAT379
2503-067,2.253,MAT379
2503-102,2.253,MAT379
2503-140,2.253,MAT379
2504-029,2.253,MAT379
2310-067,2.2758387096774193,MAT379
2305-014,15.33,MAT380
2309-085,15.33,MAT380
2311-006,15.33,MAT380
2404-013,15.33,MAT380
2407-091,15.33,MAT380
2409-119,15.33,MAT380
2501-006,15.33,MAT380
2503-019,15.33,MAT380
2503-032,15.33,MAT380
2503-153,15.33,MAT380
2305-026,28.865,MAT381
2403-051,28.865,MAT381
2408-098,28.865,MAT381
2503-020,22.265,MAT381
2306-111,6.8,MAT382
2309-004,6.8,MAT382
2309-061,6.8,MAT382
2310-027,6.8,MAT382
2306-112,7.9,MAT383
2309-005,7.9,MAT383
2309-062,7.25,MAT383
2310-028,7.25,MAT383
2306-113,6.99,MAT384
2309-001,4.4,MAT384
2310-038,4.7,MAT384
2310-047,4.4,MAT384
2306-114,2.75,MAT385
2310-024,2.75,MAT385
2306-115,4.4,MAT386
2309-006,4.4,MAT386
2309-063,4.4,MAT386
2310-026,4.4,MAT386
2306-123,1.49,MAT387
2309-017,1.49,MAT387
2309-042,1.49,MAT387
2309-056,1.49,MAT387
2310-029,1.49,MAT387
2310-083,1.49,MAT387
2308-070,11.34,MAT388
2310-066,11.34,MAT388
2310-108,11.34,MAT388
2311-113,11.34,MAT388
2402-097,11.34,MAT388
2403-109,11.34,MAT388
2404-050,11.34,MAT388
2405-129,11.34,MAT388
2406-070,11.34,MAT388
2407-060,11.34,MAT388
2408-013,11.34,MAT388
2409-018,11.34,MAT388
2409-088,11.34,MAT388
2410-031,11.34,MAT388
2411-037,11.34,MAT388
2411-091,11.34,MAT388
2412-068,11.34,MAT388
2501-038,11.34,MAT388
2502-034,11.34,MAT388
2502-093,11.34,MAT388
2503-076,11.34,MAT388
2504-035,11.34,MAT388
2308-060,37.75,MAT389
2309-024,37.75,MAT389
2310-087,37.75,MAT389
2311-099,37.75,MAT389
2312-070,37.75,MAT389
2402-115,37.75,MAT389
2404-030,37.75,MAT389
2404-105,37.75,MAT389
2405-132,37.75,MAT389
2407-074,37.75,MAT389
2408-056,37.75,MAT389
2409-081,37.83,MAT389
2410-079,37.75,MAT389
2411-093,37.75,MAT389
2501-066,37.18,MAT389
2503-005,37.18,MAT389
2504-007,37.68375,MAT389
2312-007,3.5,MAT391
2401-088,4.0,MAT391
2402-004,4.0,MAT391
2405-013,4.4,MAT391
2408-037,4.25,MAT391
2312-069,0.0,MAT392
2402-007,5.17,MAT393
2402-071,5.435,MAT393
2402-093,5.435,MAT393
2406-058,5.435,MAT393
2407-093,5.435,MAT393
2402-005,14.8,MAT394
2402-072,14.8,MAT394
2402-091,14.8,MAT394
2402-006,12.9,MAT395
2402-073,12.9,MAT395
2402-092,12.9,MAT395
2402-052,3.6,MAT396
2402-118,3.6,MAT396
2405-033,3.6,MAT396
2405-079,3.6,MAT396
2406-049,3.6,MAT396
2406-088,3.6,MAT396
2407-004,3.6,MAT396
2407-023,3.6,MAT396
2407-052,3.99,MAT396
2407-080,3.75,MAT396
2408-025,3.99,MAT396
2408-062,5.25,MAT396
2409-054,5.25,MAT396
2409-095,5.25,MAT396
2410-023,5.25,MAT396
2410-090,5.25,MAT396
2411-003,5.25,MAT396
2411-048,5.25,MAT396
2411-071,5.25,MAT396
2411-103,5.25,MAT396
2412-109,5.25,MAT396
2501-036,5.25,MAT396
2501-089,5.25,MAT396
2501-092,5.25,MAT396
2502-111,5.5,MAT396
2503-119,5.5,MAT396
2402-056,4.9,MAT397
2403-008,4.9,MAT397
2406-042,4.9,MAT397
2407-014,4.9,MAT397
2407-053,4.9,MAT397
2407-075,4.9,MAT397
2408-030,4.9,MAT397
2408-063,4.9,MAT397
2409-014,4.9,MAT397
2409-051,4.9,MAT397
2409-076,4.9,MAT397
2409-094,4.9,MAT397
2410-012,4.9,MAT397
2410-050,4.9,MAT397
2410-089,4.9,MAT397
2411-004,4.9,MAT397
2411-028,4.9,MAT397
2411-046,4.9,MAT397
2411-072,4.9,MAT397
2411-101,4.9,MAT397
2412-108,4.9,MAT397
2501-037,4.9,MAT397
2501-070,4.9,MAT397
2502-005,4.9,MAT397
2502-039,4.9,MAT397
2502-112,4.9,MAT397
2503-068,4.9,MAT397
2503-120,4.9,MAT397
2402-053,7.7,MAT398
2402-120,7.7,MAT398
2405-034,7.7,MAT398
2406-043,7.7,MAT398
2407-015,7.7,MAT398
2407-054,7.7,MAT398
2407-076,7.7,MAT398
2408-027,7.7,MAT398
2408-041,7.7,MAT398
2408-061,7.7,MAT398
2409-015,7.7,MAT398
2409-052,7.7,MAT398
2409-077,7.7,MAT398
2410-013,7.7,MAT398
2410-051,7.7,MAT398
2410-088,7.7,MAT398
2411-005,7.7,MAT398
2411-047,7.7,MAT398
2411-070,7.7,MAT398
2411-102,7.7,MAT398
2402-079,1.3645,MAT399
2403-087,1.415,MAT399
2405-081,1.4677,MAT399
2402-126,3.45,MAT400
2403-076,3.45,MAT400
2406-048,3.45,MAT400
2407-079,3.45,MAT400
2408-084,3.45,MAT400
2410-052,3.45,MAT400
2411-100,3.45,MAT400
2501-061,4.75,MAT400
2503-069,4.75,MAT400
2403-009,0.0,MAT401
2403-010,0.0,MAT402
2403-032,21.9,MAT403
2403-127,17.0,MAT404
2405-103,15.81,MAT404
2501-104,18.2,MAT404
2404-115,1.99,MAT405
2406-040,1.99,MAT405
2411-007,1.99,MAT405
2412-064,1.99,MAT405
2504-001,1.99,MAT405
2404-111,15.3,MAT406
2405-038,15.3,MAT406
2405-080,15.3,MAT406
2406-056,15.3,MAT406
2407-092,15.3,MAT406
2406-039,1.1,MAT408
2407-041,1.1,MAT408
2408-009,1.1,MAT408
2408-088,1.19,MAT408
2409-044,1.19,MAT408
2409-075,1.19,MAT408
2410-054,1.2,MAT408
2411-053,1.19,MAT408
2411-092,1.19,MAT408
2501-073,1.39,MAT408
2502-076,1.39,MAT408
2503-098,1.39,MAT408
2407-025,0.0,MAT409
2407-024,0.0,MAT410
2407-026,0.0,MAT411
2407-027,0.0,MAT412
2407-134,0.0,MAT413
2408-029,14.22,MAT414
2408-031,14.22,MAT414
2408-057,14.22,MAT414
2409-023,14.22,MAT414
2409-050,14.22,MAT414
2409-082,14.22,MAT414
2410-015,14.22,MAT414
2410-096,13.72,MAT414
2411-057,13.72,MAT414
2411-087,13.72,MAT414
2411-098,13.72,MAT414
2501-101,13.72,MAT414
2502-055,13.72,MAT414
2410-011,0.0,MAT415
2410-055,4.15,MAT416
2410-095,4.15,MAT416
2412-102,6.65,MAT417
2503-090,6.65,MAT417
2502-040,1.16,MAT418
2504-012,1.16,MAT418
2411-116,5.8,MAT419
2501-078,5.8,MAT419
2502-063,6.99,MAT419
2503-103,5.8,MAT419
2504-011,6.91,MAT419
2503-011,14.323,MAT421
2503-111,14.323,MAT421
2502-046,6.83,MAT422
2502-101,6.83,MAT422
2503-094,6.83,MAT422
2503-128,6.83,MAT422
2502-080,9.1,MAT423
2502-052,42.35,MAT424
2502-103,30.846,MAT425
2503-138,30.846,MAT425
2504-028,30.846,MAT425
2502-059,52.87,MAT426
2503-124,52.87,MAT426
2504-024,52.87,MAT426
2503-038,7.9,MAT427
2503-049,22.29,MAT428
2503-010,5.1,MAT429
2503-031,5.1,MAT429
2503-025,1.75,MAT430
2502-047,0.0,MAT431
2503-154,7.8,MAT431
2504-025,10.0,MAT432
2503-057,3.6,MAT433
2503-006,14.1,MAT435
2504-002,1.89,MAT437
2504-014,10.41,MAT438
2504-015,10.41,MAT438
2106-078,0.231,MAUX001
2108-039,0.231,MAUX001
2111-125,0.231,MAUX001
2112-036,0.231,MAUX001
2203-168,0.231,MAUX001
2207-085,0.231,MAUX001
2209-129,0.276,MAUX001
2301-009,0.27,MAUX001
2305-055,0.281,MAUX001
2306-132,0.2511,MAUX001
2307-048,0.2511,MAUX001
2308-103,0.2381,MAUX001
2312-018,0.2381,MAUX001
2403-066,0.2381,MAUX001
2406-030,0.2381,MAUX001
2409-065,0.2381,MAUX001
2412-037,0.2381,MAUX001
2502-070,0.2381,MAUX001
2106-079,0.385,MAUX002
2108-038,0.385,MAUX002
2110-057,0.385,MAUX002
2112-035,0.385,MAUX002
2201-081,0.385,MAUX002
2203-008,0.385,MAUX002
2204-002,0.385,MAUX002
2207-086,0.385,MAUX002
2209-128,0.525,MAUX002
2301-093,0.5524,MAUX002
2306-049,0.51,MAUX002
2306-109,0.51,MAUX002
2306-133,0.5008,MAUX002
2308-104,0.4748,MAUX002
2312-017,0.4748,MAUX002
2403-067,0.4748,MAUX002
2406-031,0.4748,MAUX002
2409-066,0.4748,MAUX002
2412-038,0.4748,MAUX002
2502-071,0.4748,MAUX002
2108-001,0.1652,MAUX003
2110-150,0.169,MAUX003
2108-002,0.1652,MAUX004
2110-151,0.169,MAUX004
2107-117,0.063,MAUX008
2109-140,0.066,MAUX008
2111-108,0.054,MAUX008
2112-051,0.0585,MAUX008
2201-116,0.051,MAUX008
2204-086,0.0642,MAUX008
2205-038,0.046,MAUX008
2206-016,0.05,MAUX008
2107-118,0.063,MAUX009
2109-143,0.066,MAUX009
2111-107,0.054,MAUX009
2112-052,0.0585,MAUX009
2201-115,0.051,MAUX009
2204-087,0.0642,MAUX009
2205-039,0.046,MAUX009
2206-018,0.05,MAUX009
2107-119,0.063,MAUX010
2109-142,0.066,MAUX010
2111-020,0.06,MAUX010
2111-105,0.054,MAUX010
2202-077,0.0585,MAUX010
2205-041,0.046,MAUX010
2107-121,0.063,MAUX011
2107-116,0.063,MAUX012
2109-141,0.066,MAUX012
2111-021,0.06,MAUX012
2111-106,0.054,MAUX012
2201-114,0.051,MAUX012
2203-159,0.0525,MAUX012
2204-088,0.0642,MAUX012
2205-040,0.046,MAUX012
2206-017,0.05,MAUX012
2107-120,0.063,MAUX013
2108-030,0.23,MAUX014
2112-140,0.2438,MAUX014
2204-115,0.2972,MAUX014
2208-020,0.2972,MAUX014
2210-008,0.2972,MAUX014
2302-039,0.2972,MAUX014
2305-122,0.2739,MAUX014
2307-044,0.2739,MAUX014
2307-052,0.2739,MAUX014
2310-031,0.2739,MAUX014
2108-031,0.11,MAUX015
2112-141,0.1166,MAUX015
2204-116,0.1421,MAUX015
2207-100,0.142,MAUX015
2210-109,0.1421,MAUX015
2302-082,0.1364,MAUX015
2305-129,0.131,MAUX015
2307-045,0.131,MAUX015
2310-032,0.131,MAUX015
2503-110,0.1444,MAUX015
2108-046,0.0012,MAUX016
2111-034,0.0012,MAUX016
2112-101,0.0012,MAUX016
2204-018,0.0012,MAUX016
2212-092,0.0012,MAUX016
2303-015,0.0012,MAUX016
2308-043,0.0012,MAUX016
2312-022,0.0012,MAUX016
2403-072,0.0012,MAUX016
2408-015,0.0012,MAUX016
2410-048,0.0012,MAUX016
2412-073,0.0012,MAUX016
2412-121,0.0012,MAUX016
2208-121,0.0012,MAUX016
2109-100,0.066,MAUX017
2110-100,0.06,MAUX017
2110-103,0.06,MAUX017
2111-064,0.0538,MAUX017
2202-010,0.052,MAUX017
2202-141,0.049,MAUX017
2203-158,0.0525,MAUX017
2204-089,0.0642,MAUX017
2205-029,0.046,MAUX017
2206-014,0.05,MAUX017
2207-012,0.051,MAUX017
2207-136,0.051,MAUX017
2208-107,0.0465,MAUX017
2209-121,0.05,MAUX017
2210-105,0.0515,MAUX017
2211-081,0.0522,MAUX017
2301-020,0.0548,MAUX017
2301-096,0.0558,MAUX017
2303-002,0.0542,MAUX017
2111-005,0.285,MAUX018
2112-156,0.1056,MAUX018
2202-107,0.3189,MAUX018
2209-037,0.4224,MAUX018
2211-109,0.3818,MAUX018
2309-013,0.2998,MAUX018
2403-014,0.2991,MAUX018
2410-043,0.2991,MAUX018
2503-118,0.3203,MAUX018
2109-146,0.031,MAUX019
2109-175,0.2328,MAUX020
2110-002,0.2328,MAUX020
2110-063,0.2328,MAUX020
2111-007,0.2328,MAUX020
2111-119,0.2328,MAUX020
2112-011,0.2328,MAUX020
2112-044,0.2328,MAUX020
2112-087,0.2328,MAUX020
2201-042,0.2328,MAUX020
2201-096,0.2328,MAUX020
2202-006,0.2328,MAUX020
2202-067,0.2328,MAUX020
2202-076,0.2328,MAUX020
2202-135,0.2328,MAUX020
2203-022,0.2328,MAUX020
2203-079,0.2328,MAUX020
2203-110,0.2328,MAUX020
2203-144,0.2328,MAUX020
2204-028,0.2328,MAUX020
2204-057,0.2328,MAUX020
2204-084,0.2328,MAUX020
2205-007,0.2328,MAUX020
2205-053,0.2328,MAUX020
2205-088,0.2328,MAUX020
2205-111,0.2328,MAUX020
2205-134,0.2328,MAUX020
2206-036,0.2328,MAUX020
2206-064,0.2328,MAUX020
2206-089,0.2328,MAUX020
2206-110,0.2328,MAUX020
2207-025,0.2328,MAUX020
2207-046,0.2328,MAUX020
2207-071,0.2328,MAUX020
2207-073,0.2328,MAUX020
2207-075,0.2328,MAUX020
2207-087,0.2328,MAUX020
2207-118,0.2328,MAUX020
2208-013,0.2328,MAUX020
2208-048,0.2328,MAUX020
2208-071,0.2328,MAUX020
2208-097,0.2328,MAUX020
2208-117,0.2328,MAUX020
2209-019,0.2328,MAUX020
2209-027,0.2328,MAUX020
2209-046,0.2328,MAUX020
2209-077,0.2328,MAUX020
2209-119,0.2328,MAUX020
2210-015,0.2328,MAUX020
2210-041,0.2328,MAUX020
2210-067,0.2328,MAUX020
2210-096,0.2328,MAUX020
2211-013,0.2328,MAUX020
2211-036,0.2328,MAUX020
2211-064,0.2328,MAUX020
2211-104,0.2328,MAUX020
2211-128,0.2328,MAUX020
2212-015,0.2328,MAUX020
2212-035,0.2328,MAUX020
2212-073,0.2328,MAUX020
2212-088,0.2328,MAUX020
2301-014,0.2328,MAUX020
2301-052,0.2328,MAUX020
2301-077,0.2328,MAUX020
2301-095,0.2328,MAUX020
2302-025,0.2328,MAUX020
2302-066,0.2328,MAUX020
2302-087,0.2328,MAUX020
2302-123,0.2328,MAUX020
2303-012,0.2328,MAUX020
2303-048,0.2328,MAUX020
2303-073,0.2328,MAUX020
2303-088,0.2328,MAUX020
2304-017,0.2328,MAUX020
2304-036,0.2328,MAUX020
2304-069,0.2328,MAUX020
2304-095,0.2328,MAUX020
2305-006,0.2328,MAUX020
2305-047,0.2328,MAUX020
2305-074,0.2328,MAUX020
2305-100,0.2328,MAUX020
2305-119,0.2328,MAUX020
2306-024,0.2328,MAUX020
2306-065,0.2328,MAUX020
2306-093,0.2328,MAUX020
2306-126,0.2328,MAUX020
2307-003,0.2328,MAUX020
2307-032,0.2328,MAUX020
2307-062,0.2328,MAUX020
2307-099,0.2328,MAUX020
2308-005,0.2328,MAUX020
2308-021,0.2328,MAUX020
2308-041,0.2328,MAUX020
2308-074,0.2328,MAUX020
2308-098,0.2328,MAUX020
2309-016,0.2328,MAUX020
2309-034,0.2328,MAUX020
2309-036,0.2328,MAUX020
2309-074,0.2328,MAUX020
2309-093,0.2328,MAUX020
2310-009,0.2328,MAUX020
2310-037,0.2328,MAUX020
2310-065,0.2328,MAUX020
2310-094,0.2328,MAUX020
2310-115,0.2328,MAUX020
2311-034,0.2328,MAUX020
2311-054,0.2328,MAUX020
2311-086,0.2328,MAUX020
2311-108,0.2328,MAUX020
2312-028,0.2328,MAUX020
2312-038,0.2328,MAUX020
2312-078,0.2328,MAUX020
2312-106,0.2328,MAUX020
2401-003,0.2328,MAUX020
2401-030,0.2328,MAUX020
2401-071,0.2328,MAUX020
2401-095,0.2328,MAUX020
2402-020,0.2328,MAUX020
2402-034,0.2328,MAUX020
2402-078,0.2328,MAUX020
2402-105,0.2328,MAUX020
2403-013,0.2328,MAUX020
2403-056,0.2328,MAUX020
2403-081,0.2328,MAUX020
2403-115,0.2328,MAUX020
2404-005,0.2328,MAUX020
2404-038,0.2328,MAUX020
2404-054,0.2328,MAUX020
2404-108,0.2328,MAUX020
2405-018,0.2328,MAUX020
2405-056,0.2328,MAUX020
2405-084,0.2328,MAUX020
2405-123,0.2328,MAUX020
2406-005,0.2328,MAUX020
2406-035,0.2328,MAUX020
2406-075,0.2328,MAUX020
2406-092,0.2328,MAUX020
2407-010,0.2328,MAUX020
2407-050,0.2328,MAUX020
2407-087,0.2328,MAUX020
2407-104,0.2328,MAUX020
2407-129,0.2328,MAUX020
2408-020,0.2328,MAUX020
2408-040,0.2328,MAUX020
2408-054,0.2328,MAUX020
2408-066,0.2328,MAUX020
2408-100,0.2328,MAUX020
2408-102,0.2328,MAUX020
2409-007,0.2328,MAUX020
2409-049,0.2328,MAUX020
2409-074,0.2328,MAUX020
2409-106,0.2328,MAUX020
2410-006,0.2328,MAUX020
2410-035,0.2328,MAUX020
2410-062,0.2328,MAUX020
2410-086,0.2328,MAUX020
2410-099,0.2328,MAUX020
2411-011,0.2328,MAUX020
2411-031,0.2328,MAUX020
2411-063,0.2328,MAUX020
2411-082,0.2328,MAUX020
2411-110,0.2328,MAUX020
2412-006,0.2328,MAUX020
2412-030,0.2328,MAUX020
2412-058,0.2328,MAUX020
2412-093,0.2328,MAUX020
2412-120,0.2328,MAUX020
2501-030,0.2328,MAUX020
2501-047,0.2328,MAUX020
2501-072,0.2328,MAUX020
2501-098,0.2328,MAUX020
2502-020,0.2328,MAUX020
2502-042,0.2328,MAUX020
2502-061,0.2328,MAUX020
2502-084,0.2328,MAUX020
2503-027,0.2328,MAUX020
2503-048,0.2328,MAUX020
2503-101,0.2328,MAUX020
2503-126,0.2328,MAUX020
2504-010,0.2328,MAUX020
2504-018,0.2328,MAUX020
2109-174,1.4681,MAUX021
2110-001,1.4681,MAUX021
2110-062,1.4681,MAUX021
2110-072,1.4681,MAUX021
2111-120,1.4681,MAUX021
2112-012,1.4681,MAUX021
2112-045,1.4681,MAUX021
2112-088,1.4681,MAUX021
2201-043,1.4681,MAUX021
2201-097,1.4681,MAUX021
2202-007,1.4681,MAUX021
2202-068,1.4681,MAUX021
2202-136,1.4681,MAUX021
2202-154,1.4681,MAUX021
2203-024,1.4681,MAUX021
2203-080,1.4681,MAUX021
2203-111,1.4681,MAUX021
2203-145,1.4681,MAUX021
2204-029,1.4681,MAUX021
2204-058,1.4681,MAUX021
2204-085,1.4681,MAUX021
2205-008,1.4681,MAUX021
2205-054,1.4681,MAUX021
2205-089,1.4681,MAUX021
2205-112,1.4681,MAUX021
2205-135,1.4681,MAUX021
2206-037,1.4681,MAUX021
2206-065,1.4681,MAUX021
2206-090,1.4681,MAUX021
2206-111,1.4681,MAUX021
2207-026,1.4681,MAUX021
2207-047,1.4681,MAUX021
2207-072,1.4681,MAUX021
2207-074,1.4681,MAUX021
2207-076,1.4681,MAUX021
2207-088,1.4681,MAUX021
2207-119,1.4681,MAUX021
2208-012,1.4681,MAUX021
2208-049,1.4681,MAUX021
2208-072,1.4681,MAUX021
2208-098,1.4681,MAUX021
2208-118,1.4681,MAUX021
2209-020,1.4681,MAUX021
2209-028,1.4681,MAUX021
2209-047,1.4681,MAUX021
2209-078,1.4681,MAUX021
2209-120,1.4681,MAUX021
2210-016,1.4681,MAUX021
2210-042,1.4681,MAUX021
2210-068,1.4681,MAUX021
2210-097,1.4681,MAUX021
2211-012,1.4681,MAUX021
2211-035,1.4681,MAUX021
2211-065,1.4681,MAUX021
2211-105,1.4681,MAUX021
2211-129,1.4681,MAUX021
2212-016,1.4681,MAUX021
2212-036,1.4681,MAUX021
2212-074,1.4681,MAUX021
2212-087,1.4681,MAUX021
2301-015,1.4681,MAUX021
2301-051,1.4681,MAUX021
2301-078,1.4681,MAUX021
2301-094,1.4681,MAUX021
2302-024,1.4681,MAUX021
2302-067,1.4681,MAUX021
2302-088,1.4681,MAUX021
2302-122,1.4681,MAUX021
2303-013,1.4681,MAUX021
2303-049,1.4681,MAUX021
2303-074,1.4681,MAUX021
2303-087,1.4681,MAUX021
2304-018,1.4681,MAUX021
2304-035,1.4681,MAUX021
2304-070,1.4681,MAUX021
2304-094,1.4681,MAUX021
2305-007,1.4681,MAUX021
2305-046,1.4681,MAUX021
2305-073,1.4681,MAUX021
2305-099,1.4681,MAUX021
2305-118,1.4681,MAUX021
2306-023,1.4681,MAUX021
2306-064,1.4681,MAUX021
2306-092,1.4681,MAUX021
2306-125,1.4681,MAUX021
2307-002,1.4681,MAUX021
2307-031,1.4681,MAUX021
2307-061,1.4681,MAUX021
2307-098,1.4681,MAUX021
2308-004,1.4681,MAUX021
2308-020,1.4681,MAUX021
2308-040,1.4681,MAUX021
2308-073,1.4681,MAUX021
2308-097,1.4681,MAUX021
2309-015,1.4681,MAUX021
2309-033,1.4681,MAUX021
2309-035,1.4681,MAUX021
2309-073,1.4681,MAUX021
2309-092,1.4681,MAUX021
2310-008,1.4681,MAUX021
2310-036,1.4681,MAUX021
2310-064,1.4681,MAUX021
2310-093,1.4681,MAUX021
2310-114,1.4681,MAUX021
2311-033,1.4681,MAUX021
2311-053,1.4681,MAUX021
2311-085,1.4681,MAUX021
2311-107,1.4681,MAUX021
2312-027,1.4681,MAUX021
2312-037,1.4681,MAUX021
2312-077,1.4681,MAUX021
2312-105,1.4681,MAUX021
2401-004,1.4681,MAUX021
2401-029,1.4681,MAUX021
2401-070,1.4681,MAUX021
2401-094,1.4681,MAUX021
2402-019,1.4681,MAUX021
2402-033,1.4681,MAUX021
2402-077,1.4681,MAUX021
2402-106,1.4681,MAUX021
2403-012,1.4681,MAUX021
2403-055,1.4681,MAUX021
2403-080,1.4681,MAUX021
2403-116,1.4681,MAUX021
2404-006,1.4681,MAUX021
2404-037,1.4681,MAUX021
2404-053,1.4681,MAUX021
2404-107,1.4681,MAUX021
2405-055,1.4681,MAUX021
2405-058,1.4681,MAUX021
2405-083,1.4681,MAUX021
2405-122,1.4681,MAUX021
2406-004,1.4681,MAUX021
2406-034,1.4681,MAUX021
2406-074,1.4681,MAUX021
2406-091,1.4681,MAUX021
2407-009,1.4681,MAUX021
2407-049,1.4681,MAUX021
2407-086,1.4681,MAUX021
2407-103,1.4681,MAUX021
2407-128,1.4681,MAUX021
2408-019,1.4681,MAUX021
2408-039,1.4681,MAUX021
2408-053,1.4681,MAUX021
2408-065,1.4681,MAUX021
2408-099,1.4681,MAUX021
2408-101,1.4681,MAUX021
2409-006,1.4681,MAUX021
2409-048,1.4681,MAUX021
2409-073,1.4681,MAUX021
2409-105,1.4681,MAUX021
2410-005,1.4681,MAUX021
2410-034,1.4681,MAUX021
2410-061,1.4681,MAUX021
2410-085,1.4681,MAUX021
2410-100,1.4681,MAUX021
2411-010,1.4681,MAUX021
2411-032,1.4681,MAUX021
2411-062,1.4681,MAUX021
2411-081,1.4681,MAUX021
2411-109,1.4681,MAUX021
2412-005,1.4681,MAUX021
2412-029,1.4681,MAUX021
2412-057,1.4681,MAUX021
2412-092,1.4681,MAUX021
2412-119,1.4681,MAUX021
2501-029,1.4681,MAUX021
2501-046,1.4681,MAUX021
2501-071,1.4681,MAUX021
2501-097,1.4681,MAUX021
2502-019,1.4681,MAUX021
2502-041,1.4681,MAUX021
2502-060,1.4681,MAUX021
2502-083,1.4681,MAUX021
2503-026,1.4681,MAUX021
2503-047,1.4681,MAUX021
2503-100,1.4681,MAUX021
2503-125,1.4681,MAUX021
2504-009,1.4681,MAUX021
2504-017,1.4681,MAUX021
2111-093,0.0012,MAUX023
2112-102,0.0012,MAUX023
2204-061,0.0012,MAUX023
2208-035,0.0012,MAUX023
2303-041,0.0012,MAUX023
2306-010,0.0012,MAUX023
2308-044,0.0012,MAUX023
2312-023,0.0012,MAUX023
2402-108,0.0012,MAUX023
2406-021,0.0012,MAUX023
2409-102,0.0012,MAUX023
2501-007,0.0012,MAUX023
2112-144,0.093,MAUX024
2201-006,0.093,MAUX024
2201-007,0.093,MAUX024
2201-008,0.093,MAUX024
2202-043,0.076,MAUX024
2202-133,0.093,MAUX024
2203-051,0.093,MAUX024
2204-004,0.0827,MAUX024
2205-121,0.0863,MAUX024
2206-088,0.0863,MAUX024
2207-067,0.0863,MAUX024
2207-080,0.0863,MAUX024
2208-036,0.0863,MAUX024
2208-040,0.0863,MAUX024
2209-025,0.0863,MAUX024
2209-105,0.0863,MAUX024
2210-065,0.0863,MAUX024
2211-049,0.0863,MAUX024
2212-085,0.0863,MAUX024
2305-024,0.0922,MAUX024
2307-069,0.0922,MAUX024
2309-112,0.0922,MAUX024
2312-024,0.0922,MAUX024
2402-010,0.0949,MAUX024
2403-124,0.0949,MAUX024
2405-074,0.0949,MAUX024
2407-085,0.0949,MAUX024
2409-043,0.0949,MAUX024
2410-106,0.0949,MAUX024
2412-028,0.0949,MAUX024
2501-110,0.0974,MAUX024
2504-005,0.0974,MAUX024
2201-060,1.035,MAUX025
2202-013,1.035,MAUX025
2203-006,1.035,MAUX025
2204-001,1.06,MAUX025
2205-048,1.06,MAUX025
2206-029,1.06,MAUX025
2206-130,1.06,MAUX025
