articulo,lote_proveedor,lote_interno,linea
SCRE010,021024,021024,PRODUCTO ACABADO
SEM085,021024,021024,SEMIELABORADO
FPOS005,021024,021024,PRODUCTO ACABADO
FCAR002,021120,021120,PRODUCTO ACABADO
FCAR031,021120,021120,PRODUCTO ACABADO
FPOS009,021120,021120,PRODUCTO ACABADO
SEM016,021121,021121,SEMIELABORADO
SCRE034,021121,021121,PRODUCTO ACABADO
FCAR016,021121,021121,PRODUCTO ACABADO
SCRE010,021121,021121,PRODUCTO ACABADO
SCRE035,021121,021121,PRODUCTO ACABADO
FCAR015,021121,021121,PRODUCTO ACABADO
SEM075,021121,021121,SEMIELABORADO
SEM085,021121,021121,SEMIELABORADO
MAT053,0211218,0211218,PRODUCTO ACABADO
SEM085,021122,021122,SEMIELABORADO
FCAR015,021122,021122,PRODUCTO ACABADO
SCRE049,021122,021122,PRODUCTO ACABADO
FCAR016,021122,021122,PRODUCTO ACABADO
SCRE010,021122,021122,PRODUCTO ACABADO
SCRE048,021122,021122,PRODUCTO ACABADO
FCAR011,021122,021122,PRODUCTO ACABADO
SCRE044,021122,021122,PRODUCTO ACABADO
SCRE045,021122,021122,PRODUCTO ACABADO
SEM078,021122,021122,SEMIELABORADO
FCAR018,021123,021123,PRODUCTO ACABADO
SEM116,021123,021123,SEMIELABORADO
SEM104,021123,021123,SEMIELABORADO
SCRE059,021123,021123,PRODUCTO ACABADO
SCRE049,021123,021123,PRODUCTO ACABADO
SCRE048,021123,021123,PRODUCTO ACABADO
FCAR017,021123,021123,PRODUCTO ACABADO
FPOS010,021123,021123,PRODUCTO ACABADO
SCRE062,021123,021123,PRODUCTO ACABADO
SCRE010,021123,021123,PRODUCTO ACABADO
SEM115,021123,021123,SEMIELABORADO
SCRE063,021123,021123,PRODUCTO ACABADO
SCRE047,021123,021123,PRODUCTO ACABADO
SCRE060,021123,021123,PRODUCTO ACABADO
SEM117,021123,021123,SEMIELABORADO
SCRE042,021123,021123,PRODUCTO ACABADO
SEM113,021123,021123,SEMIELABORADO
SEM005,021219,021219,SEMIELABORADO
FCAR003,021219,021219,PRODUCTO ACABADO
SEM030,021219,021219,SEMIELABORADO
FCAR019,021219,021219,PRODUCTO ACABADO
FCAR001,021219,021219,PRODUCTO ACABADO
FCAR020,021219,021219,PRODUCTO ACABADO
FGRA002,021219,021219,PRODUCTO ACABADO
SEM055,021220,021220,SEMIELABORADO
FCAR018,021221,021221,PRODUCTO ACABADO
FGUA005,021221,021221,PRODUCTO ACABADO
FCAR017,021221,021221,PRODUCTO ACABADO
FPOS009,021221,021221,PRODUCTO ACABADO
SCRE025,021221,021221,PRODUCTO ACABADO
SEM084,021221,021221,SEMIELABORADO
SEM053,021221,021221,SEMIELABORADO
SEM047,021221,021221,SEMIELABORADO
SEM072,021222,021222,SEMIELABORADO
SCRE050,021222,021222,PRODUCTO ACABADO
SEM085,021222,021222,SEMIELABORADO
FCAR030,021222,021222,PRODUCTO ACABADO
SEM099,021222,021222,SEMIELABORADO
SCRE051,021222,021222,PRODUCTO ACABADO
SEM100,021222,021222,SEMIELABORADO
SEM084,021223,021223,SEMIELABORADO
SEM101,021223,021223,SEMIELABORADO
FPER051,021224,021224,PRODUCTO ACABADO
SCRE049,021224,021224,PRODUCTO ACABADO
SEM131,021224,021224,SEMIELABORADO
SEM128,021224,021224,SEMIELABORADO
FPOS015,021224,021224,PRODUCTO ACABADO
SEM085,021224,021224,SEMIELABORADO
FPOS016,021224,021224,PRODUCTO ACABADO
SEM101,021224,021224,SEMIELABORADO
SCRE010,021224,021224,PRODUCTO ACABADO
SCRE048,021224,021224,PRODUCTO ACABADO
SEM130,021224,021224,SEMIELABORADO
MAT073,0251218,0251218,PRODUCTO ACABADO
MAT238,0271118,0271118,PRODUCTO ACABADO
VAR005,0291118,0291118,PRODUCTO ACABADO
FCAR008,030119,030119,PRODUCTO ACABADO
FCAR021,030119,030119,PRODUCTO ACABADO
SEM031,030119,030119,SEMIELABORADO
SCCO002,030120,030120,PRODUCTO ACABADO
FCAR011,030120,030120,PRODUCTO ACABADO
FCAR007,030120,030120,PRODUCTO ACABADO
FCAR008,030120,030120,PRODUCTO ACABADO
FGRA001,030120,030120,PRODUCTO ACABADO
FPOS005,030120,030120,PRODUCTO ACABADO
FPOS011,030120,030120,PRODUCTO ACABADO
FCAR019,030122,030122,PRODUCTO ACABADO
SEM005,030122,030122,SEMIELABORADO
FCAR016,030122,030122,PRODUCTO ACABADO
SEM079,030122,030122,SEMIELABORADO
FCAR024,030122,030122,PRODUCTO ACABADO
SCRE034,030122,030122,PRODUCTO ACABADO
SEM058,030122,030122,SEMIELABORADO
SEM085,030122,030122,SEMIELABORADO
SCRE035,030122,030122,PRODUCTO ACABADO
SCRE010,030122,030122,PRODUCTO ACABADO
FAR011,030122,030122,PRODUCTO ACABADO
SEM005,030123,030123,SEMIELABORADO
FCAR018,030123,030123,PRODUCTO ACABADO
FCAR019,030123,030123,PRODUCTO ACABADO
FGUA006,030123,030123,PRODUCTO ACABADO
FPOS005,030123,030123,PRODUCTO ACABADO
FCAR011,030124,030124,PRODUCTO ACABADO
SCRE049,030124,030124,PRODUCTO ACABADO
SCRE010,030124,030124,PRODUCTO ACABADO
FCAR012,030124,030124,PRODUCTO ACABADO
SEM085,030124,030124,SEMIELABORADO
SEM047,030124,030124,SEMIELABORADO
SCRE048,030124,030124,PRODUCTO ACABADO
SEM082,030124,030124,SEMIELABORADO
SEM105,030124,030124,SEMIELABORADO
SEM118,030124,030124,SEMIELABORADO
SEM115,030124,030124,SEMIELABORADO
SEM083,030125,030125,SEMIELABORADO
FGAR016,030125,030125,PRODUCTO ACABADO
SCRE036,030125,030125,PRODUCTO ACABADO
SCRE070,030125,030125,PRODUCTO ACABADO
SEM125,030125,030125,SEMIELABORADO
SEM101,030125,030125,SEMIELABORADO
SEM127,030125,030125,SEMIELABORADO
SCRE071,030125,030125,PRODUCTO ACABADO
SEM124,030125,030125,SEMIELABORADO
SCRE046,030125,030125,PRODUCTO ACABADO
FPOS005,030125,030125,PRODUCTO ACABADO
SCRE047,030125,030125,PRODUCTO ACABADO
ELAB005,030220,030220,PRODUCTO ACABADO
FCAR019,030220,030220,PRODUCTO ACABADO
FCAR031,030220,030220,PRODUCTO ACABADO
FCAR006,030220,030220,PRODUCTO ACABADO
FCAR024,030220,030220,PRODUCTO ACABADO
FPER035,030220,030220,PRODUCTO ACABADO
FCAR039,030220,030220,PRODUCTO ACABADO
SCRE010,030221,030221,PRODUCTO ACABADO
SCCO006,030221,030221,PRODUCTO ACABADO
SEM047,030221,030221,SEMIELABORADO
SEM016,030221,030221,SEMIELABORADO
SEM047,030222,030222,SEMIELABORADO
SEM072,030222,030222,SEMIELABORADO
SEM089,030222,030222,SEMIELABORADO
SCRE047,030222,030222,PRODUCTO ACABADO
SEM085,030222,030222,SEMIELABORADO
SCRE051,030223,030223,PRODUCTO ACABADO
SCRE050,030223,030223,PRODUCTO ACABADO
SEM085,030223,030223,SEMIELABORADO
FCAR047,030224,030224,PRODUCTO ACABADO
SEM095,030224,030224,SEMIELABORADO
FGAR009,030225,030225,PRODUCTO ACABADO
SEM128,030225,030225,SEMIELABORADO
SEM005,030225,030225,SEMIELABORADO
SEM127,030225,030225,SEMIELABORADO
SCRE068,030225,030225,PRODUCTO ACABADO
SCRE048,030225,030225,PRODUCTO ACABADO
FPOS005,030225,030225,PRODUCTO ACABADO
FCAR039,030225,030225,PRODUCTO ACABADO
FCAR011,030320,030320,PRODUCTO ACABADO
FCAR013,030320,030320,PRODUCTO ACABADO
FPOS005,030320,030320,PRODUCTO ACABADO
SCRE010,030321,030321,PRODUCTO ACABADO
ELAB005,030321,030321,PRODUCTO ACABADO
SCRE037,030322,030322,PRODUCTO ACABADO
SCRE047,030322,030322,PRODUCTO ACABADO
SEM089,030322,030322,SEMIELABORADO
SEM079,030323,030323,SEMIELABORADO
FCAR031,030323,030323,PRODUCTO ACABADO
SEM085,030323,030323,SEMIELABORADO
SEM104,030324,030324,SEMIELABORADO
SEM005,030325,030325,SEMIELABORADO
SCRE010,030325,030325,PRODUCTO ACABADO
SEM101,030325,030325,SEMIELABORADO
FCAR019,030325,030325,PRODUCTO ACABADO
SEM085,030325,030325,SEMIELABORADO
SCRE049,030325,030325,PRODUCTO ACABADO
SCRE036,030325,030325,PRODUCTO ACABADO
FCAR031,030419,030419,PRODUCTO ACABADO
FCAR029,030419,030419,PRODUCTO ACABADO
SCCO002,030419,030419,PRODUCTO ACABADO
FPER035,030419,030419,PRODUCTO ACABADO
SEM099,030423,030423,SEMIELABORADO
SCRE010,030423,030423,PRODUCTO ACABADO
SEM047,030423,030423,SEMIELABORADO
SCRE049,030423,030423,PRODUCTO ACABADO
SEM084,030423,030423,SEMIELABORADO
SEM101,030423,030423,SEMIELABORADO
SEM085,030423,030423,SEMIELABORADO
SCRE049,030424,030424,PRODUCTO ACABADO
SEM072,030424,030424,SEMIELABORADO
SCRE048,030424,030424,PRODUCTO ACABADO
SCRE010,030424,030424,PRODUCTO ACABADO
FPOS009,030424,030424,PRODUCTO ACABADO
SEM085,030424,030424,SEMIELABORADO
SCRE036,030425,030425,PRODUCTO ACABADO
SEM083,030425,030425,SEMIELABORADO
FPER051,030425,030425,PRODUCTO ACABADO
SCRE068,030425,030425,PRODUCTO ACABADO
FPOS016,030425,030425,PRODUCTO ACABADO
FCAR005,030519,030519,PRODUCTO ACABADO
FCAR031,030519,030519,PRODUCTO ACABADO
FPOS005,030519,030519,PRODUCTO ACABADO
FPOS012,030519,030519,PRODUCTO ACABADO
FAR006,030521,030521,PRODUCTO ACABADO
SCRE010,030521,030521,PRODUCTO ACABADO
FPOS005,030521,030521,PRODUCTO ACABADO
SEM092,030522,030522,SEMIELABORADO
FCAR029,030522,030522,PRODUCTO ACABADO
SEM065,030522,030522,SEMIELABORADO
FCAR030,030522,030522,PRODUCTO ACABADO
SEM085,030522,030522,SEMIELABORADO
FPOS009,030522,030522,PRODUCTO ACABADO
FPES001,030522,030522,PRODUCTO ACABADO
FCAR048,030523,030523,PRODUCTO ACABADO
FCAR015,030523,030523,PRODUCTO ACABADO
FCAR019,030523,030523,PRODUCTO ACABADO
FCAR049,030523,030523,PRODUCTO ACABADO
SEM108,030523,030523,SEMIELABORADO
FPOS009,030523,030523,PRODUCTO ACABADO
SEM103,030523,030523,SEMIELABORADO
SEM005,030523,030523,SEMIELABORADO
FCAR008,030523,030523,PRODUCTO ACABADO
SCRE049,030523,030523,PRODUCTO ACABADO
SCRE048,030523,030523,PRODUCTO ACABADO
SCRE036,030524,030524,PRODUCTO ACABADO
SEM100,030524,030524,SEMIELABORADO
ELAB005,030524,030524,PRODUCTO ACABADO
FPOS009,030524,030524,PRODUCTO ACABADO
SCRE070,030524,030524,PRODUCTO ACABADO
FPOS005,03060,03060,PRODUCTO ACABADO
FCAR002,030619,030619,PRODUCTO ACABADO
FCAR008,030619,030619,PRODUCTO ACABADO
SCCO002,030619,030619,PRODUCTO ACABADO
FCAR007,030619,030619,PRODUCTO ACABADO
FPOS005,030619,030619,PRODUCTO ACABADO
FAR009,030621,030621,PRODUCTO ACABADO
FPOS009,030621,030621,PRODUCTO ACABADO
SEM060,030621,030621,SEMIELABORADO
SEM086,030622,030622,SEMIELABORADO
SCRE038,030622,030622,PRODUCTO ACABADO
SEM075,030622,030622,SEMIELABORADO
SEM088,030622,030622,SEMIELABORADO
SEM015,030622,030622,SEMIELABORADO
SEM085,030623,030623,SEMIELABORADO
FCAR047,030623,030623,PRODUCTO ACABADO
SEM095,030623,030623,SEMIELABORADO
SEM082,030624,030624,SEMIELABORADO
FCAR024,030624,030624,PRODUCTO ACABADO
SEM072,030624,030624,SEMIELABORADO
SCRE010,030624,030624,PRODUCTO ACABADO
SCRE036,030624,030624,PRODUCTO ACABADO
SCRE049,030624,030624,PRODUCTO ACABADO
SEM102,030624,030624,SEMIELABORADO
SCRE048,030624,030624,PRODUCTO ACABADO
FCAR031,030624,030624,PRODUCTO ACABADO
FCAR005,030719,030719,PRODUCTO ACABADO
FCAR006,030719,030719,PRODUCTO ACABADO
FCAR019,030719,030719,PRODUCTO ACABADO
SCCO002,030719,030719,PRODUCTO ACABADO
FCAR007,030719,030719,PRODUCTO ACABADO
FCAR008,030719,030719,PRODUCTO ACABADO
FPER035,030719,030719,PRODUCTO ACABADO
FCAR019,030720,030720,PRODUCTO ACABADO
SEM005,030720,030720,SEMIELABORADO
FPOS015,030720,030720,PRODUCTO ACABADO
FCAR003,030721,030721,PRODUCTO ACABADO
SCRE025,030721,030721,PRODUCTO ACABADO
SCRE026,030721,030721,PRODUCTO ACABADO
FCAR019,030722,030722,PRODUCTO ACABADO
SEM005,030722,030722,SEMIELABORADO
SEM111,030723,030723,SEMIELABORADO
SCRE049,030723,030723,PRODUCTO ACABADO
SCRE048,030723,030723,PRODUCTO ACABADO
FTAR002,030723,030723,PRODUCTO ACABADO
SCRE010,030723,030723,PRODUCTO ACABADO
FPER050,030724,030724,PRODUCTO ACABADO
FCAR019,030724,030724,PRODUCTO ACABADO
FPER053,030724,030724,PRODUCTO ACABADO
SCRE010,030724,030724,PRODUCTO ACABADO
SEM005,030724,030724,SEMIELABORADO
SCRE049,030724,030724,PRODUCTO ACABADO
SCRE048,030724,030724,PRODUCTO ACABADO
SEM123,030724,030724,SEMIELABORADO
FCAR031,030724,030724,PRODUCTO ACABADO
SCRE036,030724,030724,PRODUCTO ACABADO
FPOS010,030724,030724,PRODUCTO ACABADO
FCAR002,030820,030820,PRODUCTO ACABADO
FCAR024,030820,030820,PRODUCTO ACABADO
FCAR031,030820,030820,PRODUCTO ACABADO
FCAR008,030821,030821,PRODUCTO ACABADO
SCRE033,030821,030821,PRODUCTO ACABADO
SEM015,030821,030821,SEMIELABORADO
SCRE049,030822,030822,PRODUCTO ACABADO
SEM085,030822,030822,SEMIELABORADO
FPER050,030822,030822,PRODUCTO ACABADO
SCRE045,030822,030822,PRODUCTO ACABADO
SCRE048,030822,030822,PRODUCTO ACABADO
SCRE044,030822,030822,PRODUCTO ACABADO
FPER046,030822,030822,PRODUCTO ACABADO
SCRE010,030822,030822,PRODUCTO ACABADO
SEM118,030823,030823,SEMIELABORADO
SEM115,030823,030823,SEMIELABORADO
SEM116,030823,030823,SEMIELABORADO
SCRE062,030823,030823,PRODUCTO ACABADO
FTAR002,030823,030823,PRODUCTO ACABADO
SCRE063,030823,030823,PRODUCTO ACABADO
SCRE061,030823,030823,PRODUCTO ACABADO
SCRE060,030823,030823,PRODUCTO ACABADO
SCRE059,030823,030823,PRODUCTO ACABADO
SCCO007,030823,030823,PRODUCTO ACABADO
SEM015,030823,030823,SEMIELABORADO
SCRE047,030823,030823,PRODUCTO ACABADO
SEM113,030823,030823,SEMIELABORADO
SEM117,030823,030823,SEMIELABORADO
FGUA001,030824,030824,PRODUCTO ACABADO
SEM072,030824,030824,SEMIELABORADO
FCAR004,030919,030919,PRODUCTO ACABADO
FCAR008,030919,030919,PRODUCTO ACABADO
FCAR007,030919,030919,PRODUCTO ACABADO
SEM015,030919,030919,SEMIELABORADO
FPOS009,030919,030919,PRODUCTO ACABADO
FCAR008,030920,030920,PRODUCTO ACABADO
FAR005,030920,030920,PRODUCTO ACABADO
SEM046,030921,030921,SEMIELABORADO
SCRE032,030921,030921,PRODUCTO ACABADO
SCRE033,030921,030921,PRODUCTO ACABADO
SCRE025,030921,030921,PRODUCTO ACABADO
SCRE021,030921,030921,PRODUCTO ACABADO
SCRE031,030921,030921,PRODUCTO ACABADO
SCRE020,030921,030921,PRODUCTO ACABADO
SCRE026,030921,030921,PRODUCTO ACABADO
SEM077,030921,030921,SEMIELABORADO
SEM076,030921,030921,SEMIELABORADO
SEM074,030921,030921,SEMIELABORADO
SEM075,030921,030921,SEMIELABORADO
SEM096,030922,030922,SEMIELABORADO
FCAR008,030924,030924,PRODUCTO ACABADO
FPER046,030924,030924,PRODUCTO ACABADO
FPOS010,030924,030924,PRODUCTO ACABADO
SEM085,030924,030924,SEMIELABORADO
SEM123,030924,030924,SEMIELABORADO
FCAR008,031019,031019,PRODUCTO ACABADO
SEM003,031019,031019,SEMIELABORADO
SEM017,031019,031019,SEMIELABORADO
FCAR014,031019,031019,PRODUCTO ACABADO
FPES002,031019,031019,PRODUCTO ACABADO
FPOS009,031019,031019,PRODUCTO ACABADO
FPES001,031019,031019,PRODUCTO ACABADO
FCAR039,031021,031021,PRODUCTO ACABADO
SEM085,031022,031022,SEMIELABORADO
FCAR031,031022,031022,PRODUCTO ACABADO
SCRE048,031022,031022,PRODUCTO ACABADO
FCAR024,031022,031022,PRODUCTO ACABADO
SCRE010,031022,031022,PRODUCTO ACABADO
FCAR002,031022,031022,PRODUCTO ACABADO
SCRE045,031022,031022,PRODUCTO ACABADO
SCRE048,031023,031023,PRODUCTO ACABADO
FPOS015,031023,031023,PRODUCTO ACABADO
SEM085,031023,031023,SEMIELABORADO
ELAB018,031024,031024,PRODUCTO ACABADO
FPES006,031024,031024,PRODUCTO ACABADO
FTAR003,031024,031024,PRODUCTO ACABADO
SCRE069,031024,031024,PRODUCTO ACABADO
SCCO015,031024,031024,PRODUCTO ACABADO
SCRE070,031024,031024,PRODUCTO ACABADO
SEM125,031024,031024,SEMIELABORADO
ELAB005,031024,031024,PRODUCTO ACABADO
SEM132,031024,031024,SEMIELABORADO
SEM124,031024,031024,SEMIELABORADO
SCRE047,031024,031024,PRODUCTO ACABADO
FCAR008,031120,031120,PRODUCTO ACABADO
SEM053,031120,031120,SEMIELABORADO
SEM016,031120,031120,SEMIELABORADO
SEM005,031121,031121,SEMIELABORADO
SCRE034,031121,031121,PRODUCTO ACABADO
FCAR011,031121,031121,PRODUCTO ACABADO
SCRE035,031121,031121,PRODUCTO ACABADO
SCRE010,031121,031121,PRODUCTO ACABADO
FCAR019,031121,031121,PRODUCTO ACABADO
SEM058,031121,031121,SEMIELABORADO
MAT006,0311218,0311218,PRODUCTO ACABADO
SCRE053,031122,031122,PRODUCTO ACABADO
SCRE047,031122,031122,PRODUCTO ACABADO
SEM073,031122,031122,SEMIELABORADO
SEM086,031122,031122,SEMIELABORADO
SCCO007,031122,031122,PRODUCTO ACABADO
SEM074,031122,031122,SEMIELABORADO
SCRE038,031122,031122,PRODUCTO ACABADO
SEM088,031122,031122,SEMIELABORADO
SEM087,031122,031122,SEMIELABORADO
SEM075,031122,031122,SEMIELABORADO
FPOS005,031122,031122,PRODUCTO ACABADO
SCRE052,031122,031122,PRODUCTO ACABADO
SEM118,031123,031123,SEMIELABORADO
SCRE061,031123,031123,PRODUCTO ACABADO
SEM095,031123,031123,SEMIELABORADO
FPOS009,031123,031123,PRODUCTO ACABADO
FTAR003,031123,031123,PRODUCTO ACABADO
SEM085,031123,031123,SEMIELABORADO
SEM095,031124,031124,SEMIELABORADO
SCRE047,031124,031124,PRODUCTO ACABADO
SCRE005,031219,031219,PRODUCTO ACABADO
FCAR000,031219,031219,PRODUCTO ACABADO
SEM019,031219,031219,SEMIELABORADO
SCRE006,031219,031219,PRODUCTO ACABADO
FPES003,031219,031219,PRODUCTO ACABADO
SCRE018,031220,031220,PRODUCTO ACABADO
FCAR011,031220,031220,PRODUCTO ACABADO
SCRE015,031220,031220,PRODUCTO ACABADO
FPOS015,031220,031220,PRODUCTO ACABADO
SEM071,031221,031221,SEMIELABORADO
FCAR011,031221,031221,PRODUCTO ACABADO
FCAR000,031221,031221,PRODUCTO ACABADO
FPES005,031221,031221,PRODUCTO ACABADO
FCAR001,031221,031221,PRODUCTO ACABADO
SEM073,031221,031221,SEMIELABORADO
SEM082,031221,031221,SEMIELABORADO
FPOS010,031223,031223,PRODUCTO ACABADO
SCRE036,031224,031224,PRODUCTO ACABADO
SEM020,031224,031224,SEMIELABORADO
SEM046,031224,031224,SEMIELABORADO
SEM082,031224,031224,SEMIELABORADO
FCAR039,031224,031224,PRODUCTO ACABADO
SEM123,031224,031224,SEMIELABORADO
MAT007,0321218,0321218,PRODUCTO ACABADO
VAR056,0341118,0341118,PRODUCTO ACABADO
MAT036,0341218,0341218,PRODUCTO ACABADO
MAT016,0351018,0351018,PRODUCTO ACABADO
SEM082,04.0523,04.0523,SEMIELABORADO
FCAR005,040119,040119,PRODUCTO ACABADO
FCAR006,040119,040119,PRODUCTO ACABADO
SCCO002,040119,040119,PRODUCTO ACABADO
FPES003,040119,040119,PRODUCTO ACABADO
FCAR036,040119,040119,PRODUCTO ACABADO
FPOS009,040119,040119,PRODUCTO ACABADO
FPOS005,040119,040119,PRODUCTO ACABADO
SCRE010,040121,040121,PRODUCTO ACABADO
SEM016,040121,040121,SEMIELABORADO
FCAR024,040121,040121,PRODUCTO ACABADO
FCAR031,040121,040121,PRODUCTO ACABADO
MAT043,0401218,0401218,PRODUCTO ACABADO
SCRE031,040122,040122,PRODUCTO ACABADO
SEM089,040122,040122,SEMIELABORADO
SEM046,040122,040122,SEMIELABORADO
SEM074,040122,040122,SEMIELABORADO
SCRE037,040122,040122,PRODUCTO ACABADO
SEM087,040122,040122,SEMIELABORADO
SCRE026,040122,040122,PRODUCTO ACABADO
SCRE049,040123,040123,PRODUCTO ACABADO
SCRE048,040123,040123,PRODUCTO ACABADO
SCRE045,040123,040123,PRODUCTO ACABADO
SCRE044,040123,040123,PRODUCTO ACABADO
SEM101,040124,040124,SEMIELABORADO
SEM100,040124,040124,SEMIELABORADO
SEM005,040124,040124,SEMIELABORADO
SEM085,040125,040125,SEMIELABORADO
SEM095,040125,040125,SEMIELABORADO
SEM100,040125,040125,SEMIELABORADO
FCAR006,040219,040219,PRODUCTO ACABADO
FCAR024,040219,040219,PRODUCTO ACABADO
FPER046,040220,040220,PRODUCTO ACABADO
SEM016,040221,040221,SEMIELABORADO
SEM088,040222,040222,SEMIELABORADO
SEM086,040222,040222,SEMIELABORADO
SEM085,040222,040222,SEMIELABORADO
SEM076,040222,040222,SEMIELABORADO
SEM092,040222,040222,SEMIELABORADO
SCRE032,040222,040222,PRODUCTO ACABADO
SEM077,040222,040222,SEMIELABORADO
SCRE038,040222,040222,PRODUCTO ACABADO
FTAR002,040222,040222,PRODUCTO ACABADO
SEM075,040222,040222,SEMIELABORADO
SEM084,040222,040222,SEMIELABORADO
SCRE010,040223,040223,PRODUCTO ACABADO
SCRE045,040223,040223,PRODUCTO ACABADO
SCRE036,040225,040225,PRODUCTO ACABADO
FCAR047,040225,040225,PRODUCTO ACABADO
FCAR003,040225,040225,PRODUCTO ACABADO
SEM095,040225,040225,SEMIELABORADO
FCAR002,040319,040319,PRODUCTO ACABADO
FCAR030,040320,040320,PRODUCTO ACABADO
FPOS012,040320,040320,PRODUCTO ACABADO
FCAR002,040321,040321,PRODUCTO ACABADO
FCAR031,040321,040321,PRODUCTO ACABADO
FCAR024,040321,040321,PRODUCTO ACABADO
FPOS008,040321,040321,PRODUCTO ACABADO
SEM086,040322,040322,SEMIELABORADO
SEM074,040322,040322,SEMIELABORADO
SCRE031,040322,040322,PRODUCTO ACABADO
SCRE043,040322,040322,PRODUCTO ACABADO
SEM088,040322,040322,SEMIELABORADO
SCRE038,040322,040322,PRODUCTO ACABADO
SEM081,040322,040322,SEMIELABORADO
SEM087,040322,040322,SEMIELABORADO
SEM075,040322,040322,SEMIELABORADO
FCAR008,040322,040322,PRODUCTO ACABADO
SCCO009,040322,040322,PRODUCTO ACABADO
FCAR017,040324,040324,PRODUCTO ACABADO
SCRE048,040324,040324,PRODUCTO ACABADO
FPOS009,040324,040324,PRODUCTO ACABADO
SCRE049,040324,040324,PRODUCTO ACABADO
FCAR008,040324,040324,PRODUCTO ACABADO
FPES001,040324,040324,PRODUCTO ACABADO
SCRE010,040324,040324,PRODUCTO ACABADO
FCAR031,040325,040325,PRODUCTO ACABADO
FCAR053,040325,040325,PRODUCTO ACABADO
SCRE068,040325,040325,PRODUCTO ACABADO
SEM096,040325,040325,SEMIELABORADO
SEM129,040325,040325,SEMIELABORADO
SCRE048,040325,040325,PRODUCTO ACABADO
FCAR046,040325,040325,PRODUCTO ACABADO
FPOS009,040325,040325,PRODUCTO ACABADO
SCRE036,040325,040325,PRODUCTO ACABADO
FCAR026,040419,040419,PRODUCTO ACABADO
FCAR037,040419,040419,PRODUCTO ACABADO
FPOS005,040419,040419,PRODUCTO ACABADO
FPOS011,040419,040419,PRODUCTO ACABADO
FPOS013,040419,040419,PRODUCTO ACABADO
FGUA001,040420,040420,PRODUCTO ACABADO
FGUA001,040422,040422,PRODUCTO ACABADO
SCRE010,040422,040422,PRODUCTO ACABADO
SEM085,040422,040422,SEMIELABORADO
FPOS015,040423,040423,PRODUCTO ACABADO
SEM067,040423,040423,SEMIELABORADO
SEM083,040423,040423,SEMIELABORADO
FCAR050,040423,040423,PRODUCTO ACABADO
FCAR019,040424,040424,PRODUCTO ACABADO
SEM125,040424,040424,SEMIELABORADO
SCRE047,040424,040424,PRODUCTO ACABADO
SEM124,040424,040424,SEMIELABORADO
SCRE069,040424,040424,PRODUCTO ACABADO
SEM109,040424,040424,SEMIELABORADO
SCRE070,040424,040424,PRODUCTO ACABADO
SCRE036,040425,040425,PRODUCTO ACABADO
FPOS009,040425,040425,PRODUCTO ACABADO
SEM099,040425,040425,SEMIELABORADO
FTAR002,040425,040425,PRODUCTO ACABADO
SCRE048,040425,040425,PRODUCTO ACABADO
SEM129,040425,040425,SEMIELABORADO
SEM100,040425,040425,SEMIELABORADO
FAR002,040520,040520,PRODUCTO ACABADO
FAR003,040520,040520,PRODUCTO ACABADO
FAR001,040520,040520,PRODUCTO ACABADO
FCAR029,040521,040521,PRODUCTO ACABADO
FPER050,040521,040521,PRODUCTO ACABADO
FGUA005,040521,040521,PRODUCTO ACABADO
FCAR031,040521,040521,PRODUCTO ACABADO
SCRE010,040522,040522,PRODUCTO ACABADO
SCRE049,040522,040522,PRODUCTO ACABADO
FPES004,040522,040522,PRODUCTO ACABADO
FCAR011,040522,040522,PRODUCTO ACABADO
FCAR008,040522,040522,PRODUCTO ACABADO
SEM074,040523,040523,SEMIELABORADO
SCRE053,040523,040523,PRODUCTO ACABADO
SEM072,040523,040523,SEMIELABORADO
FPOS010,040523,040523,PRODUCTO ACABADO
SEM083,040523,040523,SEMIELABORADO
SCRE042,040523,040523,PRODUCTO ACABADO
FPER046,040523,040523,PRODUCTO ACABADO
FCAR012,040524,040524,PRODUCTO ACABADO
SEM099,040524,040524,SEMIELABORADO
SEM122,040524,040524,SEMIELABORADO
SEM105,040524,040524,SEMIELABORADO
SEM084,040524,040524,SEMIELABORADO
FCAR018,040619,040619,PRODUCTO ACABADO
FCAR017,040619,040619,PRODUCTO ACABADO
FCAR014,040619,040619,PRODUCTO ACABADO
FCAR031,040619,040619,PRODUCTO ACABADO
SEM001,040619,040619,SEMIELABORADO
FPOS009,040619,040619,PRODUCTO ACABADO
FTAR002,040619,040619,PRODUCTO ACABADO
SEM015,040620,040620,SEMIELABORADO
FGUA001,040620,040620,PRODUCTO ACABADO
SCRE025,040621,040621,PRODUCTO ACABADO
SCRE033,040621,040621,PRODUCTO ACABADO
SEM047,040621,040621,SEMIELABORADO
SCRE031,040621,040621,PRODUCTO ACABADO
SCRE026,040621,040621,PRODUCTO ACABADO
SCRE024,040621,040621,PRODUCTO ACABADO
SEM070,040621,040621,SEMIELABORADO
SCRE021,040621,040621,PRODUCTO ACABADO
SCRE020,040621,040621,PRODUCTO ACABADO
SEM074,040621,040621,SEMIELABORADO
SEM075,040621,040621,SEMIELABORADO
FCAR039,040624,040624,PRODUCTO ACABADO
SEM129,040624,040624,SEMIELABORADO
FCAR031,040624,040624,PRODUCTO ACABADO
FPOS009,040624,040624,PRODUCTO ACABADO
SEM128,040624,040624,SEMIELABORADO
