articulo,lote_proveedor,lote_componente,clave_unica
MAT290,ALB-VE2/48,2501-080,MAT290-2501-080
MAT042,ALB-AV25-01962,2501-081,MAT042-2501-081
MAT286,25022,2501-082,MAT286-2501-082
MAT360,14270211057,2501-083,MAT360-2501-083
MAT166,324,2501-084,MAT166-2501-084
MAT020,936424,2501-085,MAT020-2501-085
VAR444,1070254407,2501-086,VAR444-2501-086
MAT178,ALB-01/0000646,2501-087,MAT178-2501-087
MAT147,307942-1,2501-088,MAT147-2501-088
MAT396,04/2443094-3,2501-089,MAT396-2501-089
FCRO001,ALB-25/517,2501-090,FCRO001-2501-090
FCRO002,25013-E,2501-091,FCRO002-2501-091
MAT396,04/244394-1,2501-092,MAT396-2501-092
MAT021,201625,2501-093,MAT021-2501-093
MAT269,2130502.1,2501-094,MAT269-2501-094
MAT278,250125,2501-095,MAT278-2501-095
MAT357,1825/2325,2501-096,MAT357-2501-096
MAUX021,ALB-2031RIB25,2501-097,MAUX021-2501-097
MAUX020,AALB-2031RIB25,2501-098,MAUX020-2501-098
VAR444,1070258856,2501-099,VAR444-2501-099
MAT027,50205,2501-100,MAT027-2501-100
MAT414,L0121836,2501-101,MAT414-2501-101
MAT332,K1203211,2501-102,MAT332-2501-102
MAT271,L0115520,2501-103,MAT271-2501-103
MAT404,L.OL429A366,2501-104,MAT404-2501-104
MAUX057,0143747,2501-105,MAUX057-2501-105
MAUX058,0143746,2501-106,MAUX058-2501-106
MAUX060,0143749,2501-107,MAUX060-2501-107
MAUX042,0143750,2501-108,MAUX042-2501-108
MAT048,ALB-7373273469,2501-109,MAT048-2501-109
MAUX024,0153876100,2501-110,MAUX024-2501-110
MAT290,ALB-VE2/78,2501-111,MAT290-2501-111
MAT290,52912,2501-112,MAT290-2501-112
MAT324,500938-1,2501-113,MAT324-2501-113
MAT344,130125/200125,2501-114,MAT344-2501-114
FPOS008,250119,250119,FPOS008-250119
FCAR010,250119,250119,FCAR010-250119
FPOS011,250119,250119,FPOS011-250119
FCAR003,250119,250119,FCAR003-250119
SEM005,250119,250119,SEM005-250119
SEM015,250119,250119,SEM015-250119
FPOS009,250121,250121,FPOS009-250121
SCRE010,250121,250121,SCRE010-250121
SEM085,250122,250122,SEM085-250122
FCAR015,250122,250122,FCAR015-250122
FPOS010,250122,250122,FPOS010-250122
FCAR005,250122,250122,FCAR005-250122
SCRE049,250123,250123,SCRE049-250123
SCRE048,250123,250123,SCRE048-250123
SCRE010,250123,250123,SCRE010-250123
FCAR005,250123,250123,FCAR005-250123
SCRE045,250123,250123,SCRE045-250123
SCRE063,250124,250124,SCRE063-250124
SEM121,250124,250124,SEM121-250124
SEM113,250124,250124,SEM113-250124
SEM117,250124,250124,SEM117-250124
FCAR039,250124,250124,FCAR039-250124
SCRE060,250124,250124,SCRE060-250124
SCRE059,250124,250124,SCRE059-250124
SCRE042,250124,250124,SCRE042-250124
SCRE062,250124,250124,SCRE062-250124
SCRE046,250124,250124,SCRE046-250124
SCRE061,250124,250124,SCRE061-250124
SEM115,250124,250124,SEM115-250124
SEM118,250124,250124,SEM118-250124
SEM116,250124,250124,SEM116-250124
SCRE047,250124,250124,SCRE047-250124
MAT130,240919-1,2502-001,MAT130-2502-001
MAT338,14012500,2502-002,MAT338-2502-002
VAR444,1070354122,2502-003,VAR444-2502-003
MAT020,936424-1,2502-004,MAT020-2502-004
MAT397,2240725-1,2502-005,MAT397-2502-005
MAT297,1539-6,2502-006,MAT297-2502-006
MAT013,4043854-3,2502-007,MAT013-2502-007
MAT041,ALB-8200006636,2502-008,MAT041-2502-008
MAT292,ALB-2025/139754,2502-009,MAT292-2502-009
MAT196,240283,2502-010,MAT196-2502-010
MAT313,MTG15072024,2502-011,MAT313-2502-011
MAT314,4144,2502-012,MAT314-2502-012
MAT315,051823,2502-013,MAT315-2502-013
MAT330,4110-1,2502-014,MAT330-2502-014
FGAR003,25028E,2502-015,FGAR003-2502-015
FGAR005,25029E,2502-016,FGAR005-2502-016
FCRO006,25027E,2502-017,FCRO006-2502-017
MAUX063,391AW1/1SB,2502-018,MAUX063-2502-018
MAUX021,ALB-2622RIB25,2502-019,MAUX021-2502-019
MAUX020,ALB-2622RIB25,2502-020,MAUX020-2502-020
MAT241,240125,2502-021,MAT241-2502-021
MAT287,220324,2502-022,MAT287-2502-022
MAT296,271124-1,2502-023,MAT296-2502-023
MAT339,091224-1,2502-024,MAT339-2502-024
MAT355,221124,2502-025,MAT355-2502-025
MAT132,ALB-ALV25-00865,2502-026,MAT132-2502-026
MAUX029,12500133,2502-027,MAUX029-2502-027
MAUX026,12500134,2502-028,MAUX026-2502-028
VAR424,12500135,2502-029,VAR424-2502-029
VAR121,ALB-250128,2502-030,VAR121-2502-030
VAR444,1070358359,2502-031,VAR444-2502-031
MAT379,01425020,2502-032,MAT379-2502-032
VAR317,3960100AZ,2502-033,VAR317-2502-033
MAT388,158640-1,2502-034,MAT388-2502-034
MAT319,158662-2,2502-035,MAT319-2502-035
MAT373,ALB-FC191974,2502-036,MAT373-2502-036
MAT166,354,2502-037,MAT166-2502-037
MAT178,ALB-2025/01/2221167,2502-038,MAT178-2502-038
MAT397,208,2502-039,MAT397-2502-039
MAT418,4331,2502-040,MAT418-2502-040
MAUX021,ALB-3255RIB25,2502-041,MAUX021-2502-041
MAUX020,ALB-3255RIB25,2502-042,MAUX020-2502-042
MAT318,OEI-NTSS-3104/OEI-NTSS-31,2502-043,MAT318-2502-043
MAT104,200924/210824,2502-044,MAT104-2502-044
MAT190,BLZ0106993-3,2502-045,MAT190-2502-045
MAT422,121125G,2502-046,MAT422-2502-046
MAT431,L0211554,2502-047,MAT431-2502-047
MAT303,407,2502-048,MAT303-2502-048
MAT290,VE2-93,2502-049,MAT290-2502-049
MAT290,VE2-111,2502-050,MAT290-2502-050
VAR444,1070453751,2502-051,VAR444-2502-051
MAT424,PF24-1824,2502-052,MAT424-2502-052
MAT183,0142019,2502-053,MAT183-2502-053
MAT137,ALB-1573236,2502-054,MAT137-2502-054
MAT414,L0211606,2502-055,MAT414-2502-055
VAR444,1070553000,2502-056,VAR444-2502-056
MAT344,ALB-SDN0125004137,2502-057,MAT344-2502-057
MAT056,7,2502-058,MAT056-2502-058
MAT426,D9A0259355,2502-059,MAT426-2502-059
MAUX021,ALB-3887RIB25,2502-060,MAUX021-2502-060
MAUX020,ALB-3887RIB25,2502-061,MAUX020-2502-061
MAT021,203825,2502-062,MAT021-2502-062
MAT419,ALB-91-1275,2502-063,MAT419-2502-063
MAT187,161224AX/170225AX,2502-064,MAT187-2502-064
MAT042,ALB-18537,2502-065,MAT042-2502-065
MAT290,ALB-2025.A.73,2502-066,MAT290-2502-066
MAT292,2025/139976,2502-067,MAT292-2502-067
MAT321,ALB-1,2502-068,MAT321-2502-068
VAR420,ALB-S250086027,2502-069,VAR420-2502-069
MAUX001,ALB-2250464,2502-070,MAUX001-2502-070
MAUX002,ALB-2250464,2502-071,MAUX002-2502-071
MAT345,ALB-300059775,2502-072,MAT345-2502-072
MAT013,4043854-4,2502-073,MAT013-2502-073
VAR444,1070553000-1,2502-074,VAR444-2502-074
MAT357,ALB-202400925,2502-075,MAT357-2502-075
MAT408,190222505,2502-076,MAT408-2502-076
MAT290,ALB-VE2-141,2502-077,MAT290-2502-077
MAUX025,ALB-221583483,2502-078,MAUX025-2502-078
MAT290,ALB-VE2-94,2502-079,MAT290-2502-079
MAT423,WH6/AV/2500219,2502-080,MAT423-2502-080
MAT154,25-01061,2502-081,MAT154-2502-081
MAUX069,65501,2502-082,MAUX069-2502-082
MAUX021,ALB-4479RIB25,2502-083,MAUX021-2502-083
MAUX020,ALB-4479RIB25,2502-084,MAUX020-2502-084
MAT339,09/12/24-1,2502-085,MAT339-2502-085
MAT296,27/11/24-1,2502-086,MAT296-2502-086
VAR444,1070652996,2502-087,VAR444-2502-087
MAT149,5032,2502-088,MAT149-2502-088
MAT290,ALB-VE2/164,2502-089,MAT290-2502-089
MAT229,157857-1,2502-090,MAT229-2502-090
MAT322,158728,2502-091,MAT322-2502-091
MAT320,ALB-AD2502025-UC2502044,2502-092,MAT320-2502-092
MAT388,158640-2,2502-093,MAT388-2502-093
MAT319,158662-3,2502-094,MAT319-2502-094
MAT324,501338,2502-095,MAT324-2502-095
MAT038,ES11/0565C,2502-096,MAT038-2502-096
MAT071,2501724188,2502-097,MAT071-2502-097
MAT379,01425051,2502-098,MAT379-2502-098
VAR113,0144400,2502-099,VAR113-2502-099
VAR417,2501858,2502-100,VAR417-2502-100
MAT422,171125G,2502-101,MAT422-2502-101
MAT104,210824,2502-102,MAT104-2502-102
MAT425,1100215290,2502-103,MAT425-2502-103
MAT278,260225,2502-104,MAT278-2502-104
MAT020,902225,2502-105,MAT020-2502-105
MAT287,12/02/25,2502-106,MAT287-2502-106
MAT296,27/11/24-2,2502-107,MAT296-2502-107
MAT239,20/07/24,2502-108,MAT239-2502-108
MAT242,4236-2,2502-109,MAT242-2502-109
MAT297,1539-5,2502-110,MAT297-2502-110
MAT396,3924524,2502-111,MAT396-2502-111
MAT397,2240725-2,2502-112,MAT397-2502-112
MAT158,50227362,2502-113,MAT158-2502-113
FCAR002,250219,250219,FCAR002-250219
FCAR024,250219,250219,FCAR024-250219
FPOS010,250219,250219,FPOS010-250219
FCAR008,250219,250219,FCAR008-250219
FCAR031,250220,250220,FCAR031-250220
FPOS005,250220,250220,FPOS005-250220
FCAR002,250220,250220,FCAR002-250220
SEM057,250221,250221,SEM057-250221
SEM053,250222,250222,SEM053-250222
SEM084,250222,250222,SEM084-250222
SCRE041,250222,250222,SCRE041-250222
SEM047,250222,250222,SEM047-250222
SCRE045,250222,250222,SCRE045-250222
SEM088,250222,250222,SEM088-250222
SCRE044,250222,250222,SCRE044-250222
SCRE038,250222,250222,SCRE038-250222
SEM046,250222,250222,SEM046-250222
SCRE010,250222,250222,SCRE010-250222
SEM075,250222,250222,SEM075-250222
SCRE036,250222,250222,SCRE036-250222
SEM086,250222,250222,SEM086-250222
FPOS005,250224,250224,FPOS005-250224
FPER032,250224,250224,FPER032-250224
SEM127,250224,250224,SEM127-250224
SEM129,250225,250225,SEM129-250225
SEM099,250225,250225,SEM099-250225
FPOS009,250225,250225,FPOS009-250225
FCAR008,250225,250225,FCAR008-250225
MAT331,2503,2503,MAT331-2503
MAT178,ALB-01/001915,2503-001,MAT178-2503-001
MAT040,25058007,2503-002,MAT040-2503-002
MAT041,1532,2503-003,MAT041-2503-003
MAUX072,90066,2503-004,MAUX072-2503-004
MAT389,CHD25057013,2503-005,MAT389-2503-005
MAT435,ALB-AV379062,2503-006,MAT435-2503-006
MAUX063,541AW1Y1DB,2503-007,MAUX063-2503-007
MAT262,L0114721,2503-008,MAT262-2503-008
MAT352,Z0436761,2503-009,MAT352-2503-009
MAT429,ALB-AV379060,2503-010,MAT429-2503-010
MAT421,L0224454,2503-011,MAT421-2503-011
MAT367,K1217000,2503-012,MAT367-2503-012
MAT358,L0221234,2503-013,MAT358-2503-013
MAT055,K1231139,2503-014,MAT055-2503-014
MAT262,L0114721.,2503-015,MAT262-2503-015
MAT347,L0117257,2503-016,MAT347-2503-016
MAT270,L0129602,2503-017,MAT270-2503-017
MAT349,ALB-AV379063,2503-018,MAT349-2503-018
MAT380,L0117065,2503-019,MAT380-2503-019
MAT381,L0214430,2503-020,MAT381-2503-020
MAT356,00.113.734-1,2503-021,MAT356-2503-021
VAR444,1070753464,2503-022,VAR444-2503-022
MAT013,4043854--4,2503-023,MAT013-2503-023
MAT021,205225,2503-024,MAT021-2503-024
MAT430,210225FR,2503-025,MAT430-2503-025
MAUX021,ALB-5106RIB25,2503-026,MAUX021-2503-026
MAUX020,ALB-5106RIB25,2503-027,MAUX020-2503-027
MAT048,ALB-00644060,2503-028,MAT048-2503-028
MAT345,ALB-300060678,2503-029,MAT345-2503-029
MAT352,Z0436760,2503-030,MAT352-2503-030
MAT429,0303062,2503-031,MAT429-2503-031
MAT380,0117065,2503-032,MAT380-2503-032
MAT026,ALB-A-24485,2503-033,MAT026-2503-033
VAR444,1070753464-1,2503-034,VAR444-2503-034
MAT154,25-01061-1,2503-035,MAT154-2503-035
MAT360,434722,2503-036,MAT360-2503-036
MAT373,ALB-FC152931,2503-037,MAT373-2503-037
MAT427,060,2503-038,MAT427-2503-038
MAT290,ALB-VE2-183,2503-039,MAT290-2503-039
MAT290,ALBVE2/189,2503-040,MAT290-2503-040
MAT020,902225-1,2503-041,MAT020-2503-041
MAT021,206025,2503-042,MAT021-2503-042
MAT073,S1N052220,2503-043,MAT073-2503-043
MAT048,ALB-3393069,2503-044,MAT048-2503-044
MAT056,13-1,2503-045,MAT056-2503-045
MAT027,50481,2503-046,MAT027-2503-046
MAUX021,ALB-5703RIB25,2503-047,MAUX021-2503-047
MAUX020,ALB-5703RIB25,2503-048,MAUX020-2503-048
MAT428,PR2400000606,2503-049,MAT428-2503-049
MAT035,ALB-VE2/196,2503-050,MAT035-2503-050
VAR444,1070852119,2503-051,VAR444-2503-051
MAT344,240225,2503-052,MAT344-2503-052
MAT190,BLZ0106393,2503-053,MAT190-2503-053
MAT104,1197658,2503-054,MAT104-2503-054
MAT290,ALLB-V1-002618,2503-055,MAT290-2503-055
MAT326,ALB-AV2503160,2503-056,MAT326-2503-056
MAT433,ALB-64892,2503-057,MAT433-2503-057
MAUX063,451AW2DMB,2503-058,MAUX063-2503-058
MAUX075,1002816594,2503-059,MAUX075-2503-059
MAUX071,1002827006,2503-060,MAUX071-2503-060
MAUX042,0144874,2503-061,MAUX042-2503-061
MAUX046,0144875,2503-062,MAUX046-2503-062
MAUX047,0144876,2503-063,MAUX047-2503-063
MAUX058,0144877,2503-064,MAUX058-2503-064
MAUX060,0144879,2503-065,MAUX060-2503-065
MAUX057,0144880,2503-066,MAUX057-2503-066
MAT379,01425065,2503-067,MAT379-2503-067
MAT397,524198,2503-068,MAT397-2503-068
MAT400,2407SECH11-1,2503-069,MAT400-2503-069
MAT033,28B0303501,2503-070,MAT033-2503-070
VAR444,1070951241,2503-071,VAR444-2503-071
MAT033,28B0303501-1,2503-072,MAT033-2503-072
MAT359,159007,2503-073,MAT359-2503-073
MAT322,158728-1,2503-074,MAT322-2503-074
MAT320,159384,2503-075,MAT320-2503-075
MAT388,159487,2503-076,MAT388-2503-076
MAT013,6007699,2503-077,MAT013-2503-077
MAT020,905325,2503-078,MAT020-2503-078
MAT313,MFG15072024,2503-079,MAT313-2503-079
MAT312,21082026,2503-080,MAT312-2503-080
MAT183,0145234,2503-081,MAT183-2503-081
MAT144,0145268,2503-082,MAT144-2503-082
MAT239,ALB-80421680,2503-083,MAT239-2503-083
MAT241,12/02/25,2503-084,MAT241-2503-084
MAT296,27/11/24.,2503-085,MAT296-2503-085
MAT339,ALB-80421680,2503-086,MAT339-2503-086
MAT355,22/11/24,2503-087,MAT355-2503-087
MAT333,19/02/25,2503-088,MAT333-2503-088
MAT287,11/02/25,2503-089,MAT287-2503-089
MAT417,LGP25069VWR55L,2503-090,MAT417-2503-090
MAT166,1125048010,2503-091,MAT166-2503-091
MAT190,BLZ0106993-4,2503-092,MAT190-2503-092
MAT017,2793-4,2503-093,MAT017-2503-093
MAT422,050126E,2503-094,MAT422-2503-094
MAUX045,AV25001147,2503-095,MAUX045-2503-095
MAT146,AV25001147,2503-096,MAT146-2503-096
MAT338,26022514,2503-097,MAT338-2503-097
MAT408,17032513,2503-098,MAT408-2503-098
MAUX072,90068,2503-099,MAUX072-2503-099
MAUX021,ALB-6312RIB25,2503-100,MAUX021-2503-100
MAUX020,ALB-6312RIB25,2503-101,MAUX020-2503-101
MAT379,1425072,2503-102,MAT379-2503-102
MAT419,VN907V173DSD745-2024,2503-103,MAT419-2503-103
MAT324,L504338,2503-104,MAT324-2503-104
MAT292,ALB-2025/140369,2503-105,MAT292-2503-105
MAUX070,1000388505,2503-106,MAUX070-2503-106
VAR142,1000148143,2503-107,VAR142-2503-107
VAR423,1000160707,2503-108,VAR423-2503-108
VAR496,1000329355,2503-109,VAR496-2503-109
MAUX015,1000388437,2503-110,MAUX015-2503-110
MAT421,L0224454-1,2503-111,MAT421-2503-111
MAT290,ALB-VE2-224,2503-112,MAT290-2503-112
VAR444,1070955538,2503-113,VAR444-2503-113
MAUX026,12500861,2503-114,MAUX026-2503-114
MAUX029,12500862,2503-115,MAUX029-2503-115
VAR424,12500863,2503-116,VAR424-2503-116
MAUX041,49/AW2HIB,2503-117,MAUX041-2503-117
MAUX018,10878084,2503-118,MAUX018-2503-118
MAT396,04/2443219,2503-119,MAT396-2503-119
MAT397,S24083,2503-120,MAT397-2503-120
MAT297,C0016,2503-121,MAT297-2503-121
MAT020,906525,2503-122,MAT020-2503-122
MAT154,25-03040,2503-123,MAT154-2503-123
MAT426,180375,2503-124,MAT426-2503-124
MAUX021,ALB-6894RIB25,2503-125,MAUX021-2503-125
MAUX020,ALB-6894RIB25,2503-126,MAUX020-2503-126
MAT067,ED190325,2503-127,MAT067-2503-127
MAT422,050126E-1,2503-128,MAT422-2503-128
VAR444,1071054014,2503-129,VAR444-2503-129
MAT290,ALB-2025.A.140,2503-130,MAT290-2503-130
MAT021,207225,2503-131,MAT021-2503-131
MAT056,17,2503-132,MAT056-2503-132
MAT137,243491002,2503-133,MAT137-2503-133
MAUX042,0145385,2503-134,MAUX042-2503-134
MAUX046,0145386,2503-135,MAUX046-2503-135
MAUX047,0145384,2503-136,MAUX047-2503-136
MAT038,260325,2503-137,MAT038-2503-137
MAT425,1100215290-1,2503-138,MAT425-2503-138
MAT071,ALB-1573894,2503-139,MAT071-2503-139
MAT379,01425076,2503-140,MAT379-2503-140
FCRO004,25076-E,2503-141,FCRO004-2503-141
FCRO006,25041-E,2503-142,FCRO006-2503-142
FGAR002,25077-E,2503-143,FGAR002-2503-143
FGAR004,25041-E,2503-144,FGAR004-2503-144
MAT344,240225/250225,2503-145,MAT344-2503-145
MAT055,03241152,2503-146,MAT055-2503-146
MAT262,0324114,2503-147,MAT262-2503-147
MAT271,0324147,2503-148,MAT271-2503-148
MAT332,0124707,2503-149,MAT332-2503-149
MAT347,0324157,2503-150,MAT347-2503-150
MAT349,0226243/0225740/0324128,2503-151,MAT349-2503-151
MAT358,0221234/0325443,2503-152,MAT358-2503-152
MAT380,0117065-1,2503-153,MAT380-2503-153
MAT431,0310426/0320536,2503-154,MAT431-2503-154
VAR313,ALB-250332,2503-155,VAR313-2503-155
VAR121,ALB-250332,2503-156,VAR121-2503-156
VAR444,1071057543,2503-157,VAR444-2503-157
MAT048,ALB-18586,2503-158,MAT048-2503-158
FPOS011,250319,250319,FPOS011-250319
FCAR030,250319,250319,FCAR030-250319
FPOS009,250319,250319,FPOS009-250319
FCAR008,250319,250319,FCAR008-250319
SEM075,250322,250322,SEM075-250322
FCAR001,250322,250322,FCAR001-250322
SCRE038,250322,250322,SCRE038-250322
SEM087,250322,250322,SEM087-250322
FPOS009,250322,250322,FPOS009-250322
SEM089,250322,250322,SEM089-250322
SEM086,250322,250322,SEM086-250322
SEM005,250322,250322,SEM005-250322
SEM074,250322,250322,SEM074-250322
SCRE037,250322,250322,SCRE037-250322
FCAR019,250322,250322,FCAR019-250322
SCRE031,250322,250322,SCRE031-250322
SEM088,250322,250322,SEM088-250322
SEM058,250322,250322,SEM058-250322
SEM095,250323,250323,SEM095-250323
SEM053,250323,250323,SEM053-250323
SEM047,250323,250323,SEM047-250323
FCAR008,250323,250323,FCAR008-250323
SCRE048,250323,250323,SCRE048-250323
FCAR047,250324,250324,FCAR047-250324
SEM095,250324,250324,SEM095-250324
FPOS016,250324,250324,FPOS016-250324
SEM085,250324,250324,SEM085-250324
SCRE048,250324,250324,SCRE048-250324
FPREM001,250324,250324,FPREM001-250324
SCRE036,250324,250324,SCRE036-250324
SCRE010,250324,250324,SCRE010-250324
SCRE049,250324,250324,SCRE049-250324
FPOS015,250325,250325,FPOS015-250325
FCAR047,250325,250325,FCAR047-250325
SEM095,250325,250325,SEM095-250325
SEM085,250325,250325,SEM085-250325
SEM105,250325,250325,SEM105-250325
SEM130,250325,250325,SEM130-250325
MAT405,12424566-2,2504-001,MAT405-2504-001
MAT437,DSL240065810,2504-002,MAT437-2504-002
MAT315,051823-1,2504-003,MAT315-2504-003
MAUX025,3002000304,2504-004,MAUX025-2504-004
MAUX024,0155662500,2504-005,MAUX024-2504-005
MAT290,ALB-2025.A.147,2504-006,MAT290-2504-006
MAT389,ALB-695183,2504-007,MAT389-2504-007
MAT178,ALB-01/0002977,2504-008,MAT178-2504-008
MAUX021,ALB-7702RIB25,2504-009,MAUX021-2504-009
MAUX020,ALB-7702RIB25,2504-010,MAUX020-2504-010
MAT419,ALB-91-2538,2504-011,MAT419-2504-011
MAT418,5048,2504-012,MAT418-2504-012
MAT297,C0016-1,2504-013,MAT297-2504-013
MAT438,ALB-1573894.,2504-014,MAT438-2504-014
MAT438,ALB-1573465.,2504-015,MAT438-2504-015
MAT269,W24256,2504-016,MAT269-2504-016
MAUX021,ALB-7758RIB25,2504-017,MAUX021-2504-017
MAUX020,ALB-7758RIB25,2504-018,MAUX020-2504-018
MAT339,28/02/25,2504-019,MAT339-2504-019
MAT296,01/04/25,2504-020,MAT296-2504-020
MAT373,ALB-FC153818,2504-021,MAT373-2504-021
MAT290,ALB-V1-003648,2504-022,MAT290-2504-022
VAR444,1071151439,2504-023,VAR444-2504-023
MAT426,NA00603307,2504-024,MAT426-2504-024
MAT432,2445542,2504-025,MAT432-2504-025
MAT013,6007699-1,2504-026,MAT013-2504-026
MAT021,208125,2504-027,MAT021-2504-027
MAT425,1100215290-3,2504-028,MAT425-2504-028
MAT379,1425088,2504-029,MAT379-2504-029
VAR317,3960100AZ-24,2504-030,VAR317-2504-030
VAR123,62929420,2504-031,VAR123-2504-031
VAR122,62930781,2504-032,VAR122-2504-032
MAT320,159384-1,2504-033,MAT320-2504-033
MAT322,158728/159435,2504-034,MAT322-2504-034
MAT388,159487-1,2504-035,MAT388-2504-035
VAR113,0145747,2504-036,VAR113-2504-036
MAT020,907225,2504-037,MAT020-2504-037
MAT262,L0325274,2504-038,MAT262-2504-038
MAT347,L0324157,2504-039,MAT347-2504-039
MAT349,L0324128,2504-040,MAT349-2504-040
FCAR011,250419,250419,FCAR011-250419
FCAR037,250419,250419,FCAR037-250419
FPES001,250419,250419,FPES001-250419
SEM076,250423,250423,SEM076-250423
SEM085,250423,250423,SEM085-250423
SCRE059,250423,250423,SCRE059-250423
SEM116,250423,250423,SEM116-250423
SCRE061,250423,250423,SCRE061-250423
SEM096,250423,250423,SEM096-250423
SEM118,250423,250423,SEM118-250423
FPER051,250424,250424,FPER051-250424
FPER046,250424,250424,FPER046-250424
SCRE036,250424,250424,SCRE036-250424
FPOS010,250424,250424,FPOS010-250424
FCAR039,250424,250424,FCAR039-250424
SEM123,250424,250424,SEM123-250424
FCAR002,250521,250521,FCAR002-250521
SEM046,250521,250521,SEM046-250521
FPOS010,250521,250521,FPOS010-250521
SEM053,250521,250521,SEM053-250521
SEM078,250521,250521,SEM078-250521
FCAR031,250521,250521,FCAR031-250521
FCAR015,250521,250521,FCAR015-250521
SCRE049,250522,250522,SCRE049-250522
FGUA006,250522,250522,FGUA006-250522
SCRE044,250522,250522,SCRE044-250522
ELAB005,250522,250522,ELAB005-250522
SCRE010,250522,250522,SCRE010-250522
SCRE045,250522,250522,SCRE045-250522
SCRE048,250522,250522,SCRE048-250522
SCRE036,250522,250522,SCRE036-250522
SEM110,250523,250523,SEM110-250523
SCRE046,250523,250523,SCRE046-250523
SCRE060,250523,250523,SCRE060-250523
FCAR015,250523,250523,FCAR015-250523
SCRE062,250523,250523,SCRE062-250523
SEM115,250523,250523,SEM115-250523
FCAR048,250523,250523,FCAR048-250523
FCAR049,250523,250523,FCAR049-250523
SCRE047,250523,250523,SCRE047-250523
SEM117,250523,250523,SEM117-250523
SCRE063,250523,250523,SCRE063-250523
SEM103,250523,250523,SEM103-250523
SEM113,250523,250523,SEM113-250523
SEM108,250523,250523,SEM108-250523
FCAR001,250523,250523,FCAR001-250523
FPOS009,250523,250523,FPOS009-250523
FCAR007,250619,250619,FCAR007-250619
FCAR020,250619,250619,FCAR020-250619
FTAR002,250620,250620,FTAR002-250620
FPER047,250620,250620,FPER047-250620
SEM015,250620,250620,SEM015-250620
SCRE025,250621,250621,SCRE025-250621
SEM067,250621,250621,SEM067-250621
SCRE020,250621,250621,SCRE020-250621
SCRE031,250621,250621,SCRE031-250621
SEM057,250621,250621,SEM057-250621
SEM074,250621,250621,SEM074-250621
FPOS005,250621,250621,FPOS005-250621
SEM075,250621,250621,SEM075-250621
SCRE026,250621,250621,SCRE026-250621
FCAR024,250622,250622,FCAR024-250622
SEM096,250622,250622,SEM096-250622
SEM079,250622,250622,SEM079-250622
FPOS009,250624,250624,FPOS009-250624
SEM129,250624,250624,SEM129-250624
SCRE049,250624,250624,SCRE049-250624
SCRE010,250624,250624,SCRE010-250624
SCRE036,250624,250624,SCRE036-250624
SCRE048,250624,250624,SCRE048-250624
FCAR019,250719,250719,FCAR019-250719
FPES003,250719,250719,FPES003-250719
FCAR026,250719,250719,FCAR026-250719
SEM005,250719,250719,SEM005-250719
FCAR012,250719,250719,FCAR012-250719
SEM085,250722,250722,SEM085-250722
SCRE044,250722,250722,SCRE044-250722
SCRE051,250722,250722,SCRE051-250722
SCRE049,250722,250722,SCRE049-250722
SCRE010,250722,250722,SCRE010-250722
SCRE048,250722,250722,SCRE048-250722
SCRE036,250722,250722,SCRE036-250722
SCRE050,250722,250722,SCRE050-250722
SCRE036,250723,250723,SCRE036-250723
SEM046,250723,250723,SEM046-250723
SEM102,250723,250723,SEM102-250723
FCAR002,250723,250723,FCAR002-250723
FCAR031,250723,250723,FCAR031-250723
FPER050,250723,250723,FPER050-250723
SEM109,250723,250723,SEM109-250723
SCRE070,250724,250724,SCRE070-250724
SCRE036,250724,250724,SCRE036-250724
SEM124,250724,250724,SEM124-250724
FPOS009,250724,250724,FPOS009-250724
SEM129,250724,250724,SEM129-250724
SCRE069,250724,250724,SCRE069-250724
ELAB016,250724,250724,ELAB016-250724
SCRE068,250724,250724,SCRE068-250724
SEM125,250724,250724,SEM125-250724
SCRE046,250724,250724,SCRE046-250724
SEM131,250724,250724,SEM131-250724
FPOS016,250724,250724,FPOS016-250724
FCAR006,250820,250820,FCAR006-250820
FGRA001,250820,250820,FGRA001-250820
ELAB005,250820,250820,ELAB005-250820
FCAR008,250821,250821,FCAR008-250821
FCAR016,250821,250821,FCAR016-250821
SCRE010,250821,250821,SCRE010-250821
FCAR015,250821,250821,FCAR015-250821
FPER033,250821,250821,FPER033-250821
SEM078,250821,250821,SEM078-250821
FPOS005,250821,250821,FPOS005-250821
SEM073,250822,250822,SEM073-250822
FCAR039,250822,250822,FCAR039-250822
SCRE038,250822,250822,SCRE038-250822
SEM086,250822,250822,SEM086-250822
SCRE052,250822,250822,SCRE052-250822
SCRE047,250822,250822,SCRE047-250822
SEM087,250822,250822,SEM087-250822
SCRE043,250822,250822,SCRE043-250822
SEM088,250822,250822,SEM088-250822
SCCO008,250822,250822,SCCO008-250822
FPER032,250822,250822,FPER032-250822
SCRE046,250822,250822,SCRE046-250822
SEM085,250822,250822,SEM085-250822
FPOS005,250822,250822,FPOS005-250822
SEM105,250823,250823,SEM105-250823
SCRE061,250823,250823,SCRE061-250823
SEM118,250823,250823,SEM118-250823
SEM115,250823,250823,SEM115-250823
FCAR011,250823,250823,FCAR011-250823
FPOS005,250823,250823,FPOS005-250823
SEM116,250823,250823,SEM116-250823
SEM085,250823,250823,SEM085-250823
SCRE059,250823,250823,SCRE059-250823
FCAR012,250823,250823,FCAR012-250823
SCRE048,250824,250824,SCRE048-250824
