fecha_fabricacion,articulo,lote_articulo,unidades_fabricadas,componente,lote_componente,consumo_unitario,consumo_total,id_orden
09/01/2024,FCAR017,050124,74.0,SEM005,271223,3.0,222.0,FV-8784
09/01/2024,FCAR018,050124,25.0,SEM104,050124,1.0,25.0,FV-8788
09/01/2024,SEM104,050124,74.5,MAT228,2311-010,2.66,198.5,FV-8780
09/01/2024,FCAR018,050124,25.0,SEM005,141223,5.0,125.0,FV-8788
09/01/2024,SEM104,050124,74.5,MAT042,2311-105,5.03,375.0,FV-8780
09/01/2024,SCRE048,150124,216.0,SEM095,020124,1.0,216.0,FV-8790
09/01/2024,SCRE048,150124,216.0,MAUX026,2311-045,1.0,216.0,FV-8790
09/01/2024,SEM053,050124,60.0,MAT270,2310-016,0.04,2.12,FV-8785
09/01/2024,FCAR017,050124,74.0,MAUX002,2312-017,0.75,55.71,FV-8784
10/01/2024,SCRE036,080124,18449.0,MAT344,2312-076,0.09,1596.5,FV-8787
10/01/2024,SCRE049,100124,1656.0,VAR423,2312-048,0.17,276.0,FV-8792
10/01/2024,FCAR039,090124,69.0,VAR142,2312-049,1.0,69.0,FV-8797
10/01/2024,FCAR039,090124,69.0,MAUX001,2312-018,0.87,60.13,FV-8797
10/01/2024,FCAR008,080124,147.0,SEM053,181123,0.03,3.68,FV-8795
10/01/2024,FCAR008,080124,147.0,MAT183,2312-012,12.01,1765.0,FV-8795
10/01/2024,FCAR007,080124,99.0,SEM053,181123,0.02,2.0,FV-8794
10/01/2024,SCRE049,100124,1656.0,MAUX029,2312-093,1.0,1656.0,FV-8792
10/01/2024,SEM096,090124,2541.0,MAUX002,2312-017,0.07,179.39,FV-8791
10/01/2024,FCAR039,090124,69.0,SEM122,191223,0.02,1.44,FV-8797
10/01/2024,FCAR008,080124,147.0,MAUX002,2312-017,1.27,186.78,FV-8795
10/01/2024,FCAR039,090124,69.0,MAT183,2312-012,8.13,561.0,FV-8797
10/01/2024,SCRE036,080124,18449.0,VAR444,2312-114,1.3,23961.2,FV-8787
10/01/2024,SCRE036,080124,18449.0,MAT104,2312-016,0.03,516.0,FV-8787
10/01/2024,FCAR039,090124,69.0,MAUX018,2309-013,0.72,50.0,FV-8797
10/01/2024,SCRE036,080124,18449.0,MAT292,2312-074,1.01,18717.0,FV-8787
10/01/2024,SCRE036,080124,18449.0,VAR444,2312-098,2.3,42455.2,FV-8787
10/01/2024,FCAR007,080124,99.0,VAR118,2310-033,1.0,99.0,FV-8794
10/01/2024,FCAR039,090124,69.0,MAT104,2312-016,1.45,100.0,FV-8797
10/01/2024,FCAR007,080124,99.0,MAT183,2312-012,4.05,401.0,FV-8794
10/01/2024,SCRE036,080124,18449.0,MAUX042,2311-132,1.11,20499.0,FV-8787
10/01/2024,SCRE036,080124,18449.0,MAUX024,2309-112,0.24,4368.72,FV-8787
10/01/2024,SCRE049,100124,1656.0,VAR417,2309-012,0.17,277.0,FV-8792
10/01/2024,FCAR007,080124,99.0,MAUX002,2312-017,0.42,41.93,FV-8794
10/01/2024,FCAR007,080124,99.0,VAR417,2309-012,1.01,100.0,FV-8794
10/01/2024,FCAR008,080124,147.0,MAUX001,2312-018,1.27,186.78,FV-8795
10/01/2024,SCRE036,080124,18449.0,MAUX020,2312-106,0.08,1537.0,FV-8787
10/01/2024,FCAR008,080124,147.0,VAR417,2309-012,1.01,149.0,FV-8795
10/01/2024,FCAR008,080124,147.0,VAR118,2310-033,1.0,147.0,FV-8795
10/01/2024,SCRE049,100124,1656.0,MAUX016,2308-043,1.0,1662.0,FV-8792
10/01/2024,FCAR007,080124,99.0,MAUX001,2312-018,0.42,41.93,FV-8794
10/01/2024,FCAR039,090124,69.0,VAR417,2309-012,1.01,70.0,FV-8797
10/01/2024,FCAR039,090124,69.0,MAUX002,2312-017,0.87,60.13,FV-8797
10/01/2024,SEM096,090124,2541.0,MAUX001,2312-018,0.07,179.39,FV-8791
10/01/2024,SEM096,090124,2541.0,MAT149,2312-065,0.02,50.0,FV-8791
10/01/2024,SEM096,090124,2541.0,SEM100,040124,0.03,68.4,FV-8791
10/01/2024,FCAR007,080124,99.0,MAT290,2312-073,0.13,12.5,FV-8794
10/01/2024,SCRE036,080124,18449.0,MAT296,2312-013,0.02,285.83,FV-8787
10/01/2024,SCRE049,100124,1656.0,SEM096,090124,0.75,1246.0,FV-8792
10/01/2024,FCAR007,080124,99.0,MAT290,2312-109,4.01,396.5,FV-8794
10/01/2024,SCRE049,100124,1656.0,SEM096,291223,0.25,410.0,FV-8792
10/01/2024,SCRE036,080124,18449.0,SEM085,291223,0.03,515.0,FV-8787
10/01/2024,SEM096,090124,2541.0,MAT149,2401-023,0.2,506.0,FV-8791
10/01/2024,FCAR039,090124,69.0,MAT187,2312-046,3.91,270.0,FV-8797
10/01/2024,FCAR008,080124,147.0,MAT290,2312-109,2.7,397.5,FV-8795
11/01/2024,FCAR046,090124,25.0,MAT183,2312-012,12.0,300.0,FV-8801
11/01/2024,FCAR046,090124,25.0,VAR142,2312-049,1.0,25.0,FV-8801
11/01/2024,FCAR046,090124,25.0,VAR417,2309-012,1.04,26.0,FV-8801
11/01/2024,FCAR046,090124,25.0,SEM096,090124,12.0,300.0,FV-8801
12/01/2024,SCRE036,100124,11868.0,MAT344,2312-076,0.08,961.0,FV-8800
12/01/2024,SEM115,120124,339.0,MAT344,2312-076,0.1,33.3,FV-8807
12/01/2024,SEM111,110124,30.0,MAT262,2311-101,0.02,0.65,FV-8814
12/01/2024,SEM083,100124,474.0,MAUX001,2308-103,0.06,30.0,FV-8810
12/01/2024,SEM118,120124,365.0,MAT343,2311-052,0.1,38.27,FV-8808
12/01/2024,SEM083,100124,474.0,MAUX001,2312-018,0.36,170.74,FV-8810
12/01/2024,SEM083,100124,474.0,MAT391,2312-007,0.57,270.0,FV-8810
12/01/2024,SCRE046,110124,3431.0,MAUX046,2312-084,1.11,3813.0,FV-8804
12/01/2024,SEM115,120124,339.0,VAR444,2312-114,3.2,1084.8,FV-8807
12/01/2024,SEM111,110124,30.0,MAUX018,2309-013,1.0,30.0,FV-8814
12/01/2024,SEM113,110124,332.0,MAT344,2312-076,0.08,25.7,FV-8806
12/01/2024,SCRE063,110124,83.0,VAR422,2310-080,1.0,83.0,FV-8812
12/01/2024,SCRE036,100124,11868.0,MAUX020,2312-106,0.08,989.0,FV-8800
12/01/2024,SEM113,110124,332.0,VAR444,2312-114,3.2,1062.4,FV-8806
12/01/2024,SEM085,100124,918.0,SEM101,021223,0.0,1.0,FV-8802
12/01/2024,SEM083,100124,474.0,MAUX002,2312-017,0.42,200.74,FV-8810
12/01/2024,SEM085,100124,918.0,SEM101,040124,0.01,6.74,FV-8802
12/01/2024,SEM115,120124,339.0,MAT292,2312-074,1.06,358.0,FV-8807
12/01/2024,SEM118,120124,365.0,MAT292,2311-087,0.41,150.0,FV-8808
12/01/2024,SEM083,100124,474.0,SEM120,131123,0.01,5.0,FV-8810
12/01/2024,SEM085,100124,918.0,MAUX002,2312-017,0.42,388.77,FV-8802
12/01/2024,SEM118,120124,365.0,MAUX049,2311-129,1.11,406.0,FV-8808
12/01/2024,SCRE046,110124,3431.0,VAR444,2312-114,3.2,10979.2,FV-8804
12/01/2024,SCRE036,100124,11868.0,VAR444,2312-114,3.6,42724.8,FV-8800
12/01/2024,SEM085,100124,918.0,MAT391,2312-007,0.3,273.08,FV-8802
12/01/2024,SCRE046,110124,3431.0,MAT292,2312-074,1.01,3482.0,FV-8804
12/01/2024,SCRE063,110124,83.0,VAR113,2306-011,1.01,84.0,FV-8812
12/01/2024,SEM118,120124,365.0,MAUX024,2309-112,0.26,96.07,FV-8808
12/01/2024,SCRE048,170124,144.0,VAR417,2309-012,0.17,25.0,FV-8809
12/01/2024,SEM115,120124,339.0,MAUX050,2311-130,1.11,377.0,FV-8807
12/01/2024,SEM115,120124,339.0,MAUX024,2309-112,0.26,89.22,FV-8807
12/01/2024,SEM083,100124,474.0,MAT183,2312-012,1.0,475.0,FV-8810
12/01/2024,SEM118,120124,365.0,MAT292,2312-074,0.6,218.0,FV-8808
12/01/2024,SCRE048,170124,144.0,VAR423,2312-048,0.17,24.0,FV-8809
12/01/2024,SCRE046,110124,3431.0,VAR417,2309-012,0.03,115.0,FV-8804
12/01/2024,SCRE048,170124,144.0,MAUX016,2312-022,1.01,145.0,FV-8809
12/01/2024,SCRE036,100124,11868.0,MAT292,2312-074,1.01,12023.0,FV-8800
12/01/2024,SEM113,110124,332.0,MAUX024,2309-112,0.26,87.38,FV-8806
12/01/2024,SEM085,100124,918.0,MAUX001,2308-103,0.42,388.77,FV-8802
12/01/2024,SEM085,100124,918.0,MAT183,2312-012,1.02,940.0,FV-8802
12/01/2024,SCRE036,100124,11868.0,MAUX024,2309-112,0.24,2810.34,FV-8800
12/01/2024,SCRE036,100124,11868.0,MAUX042,2311-132,1.11,13187.0,FV-8800
12/01/2024,SCRE036,100124,11868.0,MAT104,2312-016,0.03,310.0,FV-8800
12/01/2024,SEM118,120124,365.0,VAR444,2312-114,3.2,1168.0,FV-8808
12/01/2024,SEM113,110124,332.0,MAT292,2312-074,1.14,378.0,FV-8806
12/01/2024,SEM111,110124,30.0,MAT358,2309-022,0.02,0.67,FV-8814
12/01/2024,SEM083,100124,474.0,MAT324,2311-029,1.32,625.0,FV-8810
12/01/2024,SEM118,120124,365.0,MAT297,2312-051,0.02,6.8,FV-8808
12/01/2024,SEM111,110124,30.0,MAT060,2303-039,0.56,16.92,FV-8814
12/01/2024,SEM115,120124,339.0,SEM121,061123,0.02,6.88,FV-8807
12/01/2024,SEM085,100124,918.0,MAT324,2312-009,0.97,890.48,FV-8802
12/01/2024,SCRE063,110124,83.0,SEM115,120124,4.0,332.0,FV-8812
12/01/2024,SEM085,100124,918.0,MAT290,2312-109,0.23,210.0,FV-8802
12/01/2024,SEM085,100124,918.0,MAT290,2309-050,0.9,829.0,FV-8802
12/01/2024,SEM113,110124,332.0,SEM112,141223,0.03,10.0,FV-8806
12/01/2024,SEM118,120124,365.0,SEM109,291223,0.02,9.0,FV-8808
12/01/2024,SEM085,100124,918.0,MAT290,2401-008,0.42,389.0,FV-8802
12/01/2024,SCRE046,110124,3431.0,SEM083,141123,0.02,63.0,FV-8804
12/01/2024,SCRE046,110124,3431.0,SEM083,100124,0.01,37.0,FV-8804
12/01/2024,SEM111,110124,30.0,MAT388,2310-066,0.02,0.45,FV-8814
12/01/2024,SCRE036,100124,11868.0,SEM085,030124,0.01,176.0,FV-8800
12/01/2024,SCRE036,100124,11868.0,SEM085,100124,0.0,54.0,FV-8800
12/01/2024,SCRE036,100124,11868.0,SEM085,291223,0.01,80.0,FV-8800
12/01/2024,SEM115,120124,339.0,SEM109,291223,0.03,9.0,FV-8807
12/01/2024,SEM111,110124,30.0,MAT301,2309-043,0.33,10.0,FV-8814
12/01/2024,SEM111,110124,30.0,MAT287,2311-097,0.34,10.2,FV-8814
12/01/2024,SCRE063,110124,83.0,SEM113,110124,4.0,332.0,FV-8812
12/01/2024,SCRE063,110124,83.0,SEM118,120124,4.0,332.0,FV-8812
12/01/2024,SCRE048,170124,144.0,SEM095,020124,1.0,144.0,FV-8809
12/01/2024,SEM111,110124,30.0,MAT301,2310-050,0.17,5.0,FV-8814
12/01/2024,SEM111,110124,30.0,MAT325,2310-112,0.76,22.65,FV-8814
12/01/2024,SEM083,100124,474.0,MAT290,2401-026,0.03,15.08,FV-8810
12/01/2024,SEM083,100124,474.0,MAT290,2401-008,1.39,657.5,FV-8810
12/01/2024,SEM083,100124,474.0,MAT290,2311-090,0.24,114.44,FV-8810
12/01/2024,SEM111,110124,30.0,MAT286,2310-101,0.1,3.0,FV-8814
12/01/2024,SEM111,110124,30.0,MAT286,2311-112,1.55,46.5,FV-8814
12/01/2024,SEM083,100124,474.0,MAT339,2312-014,0.38,178.5,FV-8810
12/01/2024,SEM085,100124,918.0,MAT339,2312-014,1.59,1456.5,FV-8802
12/01/2024,SCRE036,100124,11868.0,MAT296,2312-013,0.01,172.05,FV-8800
12/01/2024,SEM111,110124,30.0,MAT017,2311-089,0.09,2.55,FV-8814
12/01/2024,SCRE046,110124,3431.0,MAT278,2401-005,0.11,366.0,FV-8804
12/01/2024,SEM111,110124,30.0,MAT183,2312-012,1.03,31.0,FV-8814
12/01/2024,SCRE046,110124,3431.0,MAUX024,2309-112,0.26,903.04,FV-8804
12/01/2024,SEM113,110124,332.0,MAUX053,2311-131,1.11,369.0,FV-8806
12/01/2024,SCRE048,170124,144.0,MAUX026,2311-045,1.0,144.0,FV-8809
12/01/2024,SEM111,110124,30.0,MAT319,2310-109,0.01,0.4,FV-8814
12/01/2024,SEM111,110124,30.0,MAT358,2311-100,0.24,7.34,FV-8814
15/01/2024,FCAR015,130124,7.0,VAR142,2312-049,1.0,7.0,FV-8826
15/01/2024,FPOS010,110124,166.0,MAT073,2312-020,0.53,88.21,FV-8819
15/01/2024,FPOS015,100124,103.0,VAR417,2309-012,1.07,110.0,FV-8805
15/01/2024,SCRE062,110124,201.0,MAUX015,2310-032,1.0,201.0,FV-8811
15/01/2024,FPOS010,110124,166.0,MAT356,2311-061,0.21,34.31,FV-8819
15/01/2024,SEM108,130124,75.0,MAUX001,2312-018,0.65,48.49,FV-8823
15/01/2024,FCAR019,271223,60.0,VAR417,2309-012,1.02,61.0,FV-8821
15/01/2024,FPOS016,080124,97.0,MAT190,2312-015,0.09,9.2,FV-8798
15/01/2024,SEM103,130124,7.0,MAUX001,2312-018,0.84,5.88,FV-8825
15/01/2024,FGUA001,050124,32.0,MAT183,2312-012,9.0,288.0,FV-8786
15/01/2024,FPOS016,080124,97.0,MAT055,2311-007,0.0,0.04,FV-8798
15/01/2024,SCRE062,110124,201.0,MAUX014,2310-031,1.0,201.0,FV-8811
15/01/2024,SEM108,130124,75.0,MAUX018,2309-013,1.0,75.0,FV-8823
15/01/2024,FPOS016,080124,97.0,VAR118,2310-033,1.0,97.0,FV-8798
15/01/2024,SEM117,110124,2010.0,MAUX052,2312-089,0.61,1233.0,FV-8818
15/01/2024,SCRE047,110124,945.0,VAR417,2309-012,0.03,32.0,FV-8803
15/01/2024,FPOS015,100124,103.0,MAUX023,2312-023,6.12,630.0,FV-8805
15/01/2024,FPOS010,110124,166.0,VAR417,2309-012,1.01,167.0,FV-8819
15/01/2024,FPOS016,080124,97.0,VAR417,2309-012,1.01,98.0,FV-8798
15/01/2024,SCCO012,050124,1980.0,MAT310,2312-095,1.0,1980.0,FV-8779
15/01/2024,FPER032,120124,148.0,MAT033,2312-019,0.84,124.81,FV-8822
15/01/2024,FPER032,120124,148.0,VAR417,2309-012,1.01,149.0,FV-8822
15/01/2024,FPOS010,110124,166.0,MAT183,2312-012,1.01,167.0,FV-8819
15/01/2024,SEM117,110124,2010.0,MAUX024,2309-112,0.26,529.03,FV-8818
15/01/2024,FPER051,080124,132.0,VAR417,2309-012,1.01,133.0,FV-8827
15/01/2024,FCAR019,271223,60.0,VAR142,2312-049,1.0,60.0,FV-8821
15/01/2024,FCAR015,130124,7.0,MAUX002,2312-017,0.85,5.93,FV-8826
15/01/2024,FCAR048,130124,74.0,MAUX002,2312-017,0.85,62.69,FV-8824
15/01/2024,FCAR015,130124,7.0,MAT183,2312-012,2.14,15.0,FV-8826
15/01/2024,SEM108,130124,75.0,SEM122,191223,0.05,4.07,FV-8823
15/01/2024,SEM103,130124,7.0,SEM122,191223,0.06,0.4,FV-8825
15/01/2024,SEM099,130124,148.27,SEM122,191223,0.05,7.87,FV-8820
15/01/2024,FPER032,120124,148.0,MAUX002,2312-017,0.8,118.4,FV-8822
15/01/2024,SCRE047,110124,945.0,MAT292,2312-074,1.01,959.0,FV-8803
15/01/2024,SEM108,130124,75.0,MAT104,2312-016,2.0,150.0,FV-8823
15/01/2024,SEM103,130124,7.0,MAUX002,2312-017,0.84,5.88,FV-8825
15/01/2024,FPOS010,110124,166.0,MAT196,2311-040,2.0,332.0,FV-8819
15/01/2024,SEM117,110124,2010.0,MAUX052,2311-020,0.5,1001.0,FV-8818
15/01/2024,SEM117,110124,2010.0,MAT292,2312-074,1.03,2062.0,FV-8818
15/01/2024,FCAR048,130124,74.0,VAR417,2309-012,1.01,75.0,FV-8824
15/01/2024,FCAR048,130124,74.0,MAT183,2312-012,2.03,150.0,FV-8824
15/01/2024,FCAR048,130124,74.0,MAUX001,2312-018,0.85,62.69,FV-8824
15/01/2024,SEM117,110124,2010.0,VAR444,2312-114,3.2,6432.0,FV-8818
15/01/2024,FPOS015,100124,103.0,MAT196,2311-040,1.89,195.15,FV-8805
15/01/2024,FPOS015,100124,103.0,VAR118,2310-033,1.0,103.0,FV-8805
15/01/2024,FPOS010,110124,166.0,VAR118,2310-033,1.0,166.0,FV-8819
15/01/2024,FPER032,120124,148.0,MAUX001,2312-018,0.8,118.4,FV-8822
15/01/2024,SCRE062,110124,201.0,VAR113,2308-025,1.0,202.0,FV-8811
15/01/2024,SEM103,130124,7.0,MAUX018,2309-013,1.0,7.0,FV-8825
15/01/2024,FPOS015,100124,103.0,VAR119,2311-123,6.02,620.0,FV-8805
15/01/2024,FCAR048,130124,74.0,VAR142,2312-049,1.0,74.0,FV-8824
15/01/2024,SEM103,130124,7.0,MAT104,2312-016,2.0,14.0,FV-8825
15/01/2024,FPOS010,110124,166.0,VAR119,2311-123,6.03,1001.0,FV-8819
15/01/2024,FPOS010,110124,166.0,MAUX023,2312-023,6.05,1005.0,FV-8819
15/01/2024,FPER032,120124,148.0,VAR113,2306-011,1.01,149.0,FV-8822
15/01/2024,FPOS015,100124,103.0,MAT021,2312-108,0.17,17.61,FV-8805
15/01/2024,FPOS010,110124,166.0,MAT021,2312-108,1.14,188.53,FV-8819
15/01/2024,FPOS015,100124,103.0,MAT166,2311-117,0.19,20.0,FV-8805
15/01/2024,FPER051,080124,132.0,MAT190,2312-015,0.16,21.7,FV-8827
15/01/2024,FPOS015,100124,103.0,MAT013,2312-030,0.22,23.0,FV-8805
15/01/2024,FPOS015,100124,103.0,MAT166,2401-001,1.94,200.0,FV-8805
15/01/2024,FPER051,080124,132.0,MAT013,2312-030,0.2,27.0,FV-8827
15/01/2024,FPOS015,100124,103.0,MAT013,2401-028,0.68,70.0,FV-8805
15/01/2024,SEM103,130124,7.0,MAT048,2311-109,12.17,85.22,FV-8825
15/01/2024,FPER051,080124,132.0,MAT013,2312-107,0.23,30.8,FV-8827
15/01/2024,FPOS015,100124,103.0,MAT013,2312-107,0.18,18.97,FV-8805
15/01/2024,FPER051,080124,132.0,MAT033,2312-019,0.08,10.63,FV-8827
15/01/2024,FPOS010,110124,166.0,MAT154,2312-040,0.77,127.08,FV-8819
15/01/2024,FGUA001,050124,32.0,MAUX002,2312-017,0.64,20.33,FV-8786
15/01/2024,FPER032,120124,148.0,MAT154,2312-040,0.77,114.42,FV-8822
15/01/2024,FPER032,120124,148.0,MAT021,2312-108,0.7,104.01,FV-8822
15/01/2024,FCAR048,130124,74.0,SEM005,141223,0.43,32.0,FV-8824
15/01/2024,FCAR048,130124,74.0,SEM005,040124,4.57,338.0,FV-8824
15/01/2024,FCAR048,130124,74.0,SEM108,130124,1.0,74.0,FV-8824
15/01/2024,FPOS015,100124,103.0,MAT073,2312-020,0.11,11.02,FV-8805
15/01/2024,SCCO012,050124,1980.0,SEM071,171223,0.04,74.0,FV-8779
15/01/2024,FCAR019,271223,60.0,SEM005,271223,16.0,960.0,FV-8821
15/01/2024,FCAR015,130124,7.0,SEM005,040124,5.0,35.0,FV-8826
15/01/2024,FCAR015,130124,7.0,SEM103,130124,1.0,7.0,FV-8826
15/01/2024,SCRE047,110124,945.0,MAT278,2312-075,0.05,47.36,FV-8803
15/01/2024,SEM099,130124,148.27,MAT033,2312-019,0.07,10.94,FV-8820
15/01/2024,FPOS016,080124,97.0,MAT381,2305-026,0.0,0.35,FV-8798
15/01/2024,FPOS016,080124,97.0,MAT033,2312-019,0.14,13.43,FV-8798
15/01/2024,SCRE047,110124,945.0,MAT278,2401-005,0.02,23.02,FV-8803
15/01/2024,SCCO012,050124,1980.0,VAR417,2309-012,0.08,166.0,FV-8779
15/01/2024,SEM108,130124,75.0,MAT370,2312-031,6.44,483.0,FV-8823
15/01/2024,SEM117,110124,2010.0,SEM111,091123,0.01,28.0,FV-8818
15/01/2024,FPER051,080124,132.0,MAUX001,2308-103,0.56,74.54,FV-8827
15/01/2024,FGUA001,050124,32.0,VAR417,2309-012,1.03,33.0,FV-8786
15/01/2024,SEM117,110124,2010.0,SEM111,110124,0.01,30.0,FV-8818
15/01/2024,FPOS016,080124,97.0,MAT379,2311-069,0.23,22.0,FV-8798
15/01/2024,FPOS016,080124,97.0,MAT190,2311-093,0.24,23.33,FV-8798
15/01/2024,SCRE062,110124,201.0,SEM117,110124,10.0,2010.0,FV-8811
15/01/2024,FGUA001,050124,32.0,MAT050,2304-088,1.88,60.0,FV-8786
15/01/2024,FPOS016,080124,97.0,MAT379,2312-035,1.67,162.0,FV-8798
15/01/2024,FPER051,080124,132.0,VAR423,2312-048,1.0,132.0,FV-8827
15/01/2024,SEM117,110124,2010.0,MAT344,2312-076,0.09,181.91,FV-8818
15/01/2024,SEM108,130124,75.0,MAT048,2311-109,3.61,270.78,FV-8823
15/01/2024,SEM117,110124,2010.0,MAT297,2312-051,0.02,33.94,FV-8818
15/01/2024,FPOS010,110124,166.0,MAT033,2312-019,0.19,31.46,FV-8819
15/01/2024,FPER051,080124,132.0,MAT379,2312-035,0.14,18.0,FV-8827
15/01/2024,FGUA001,050124,32.0,VAR142,2312-049,1.0,32.0,FV-8786
15/01/2024,FPER032,120124,148.0,MAT073,2312-020,0.39,57.21,FV-8822
15/01/2024,SCRE047,110124,945.0,SEM082,030124,0.03,28.0,FV-8803
15/01/2024,FPER051,080124,132.0,MAT379,2401-016,1.01,133.0,FV-8827
15/01/2024,FPOS016,080124,97.0,MAT013,2311-110,0.23,22.77,FV-8798
15/01/2024,FPOS016,080124,97.0,MAT013,2312-107,0.52,50.23,FV-8798
15/01/2024,SCCO012,050124,1980.0,MAT178,2401-002,0.05,94.83,FV-8779
15/01/2024,FPER051,080124,132.0,MAT020,2312-001,0.44,57.8,FV-8827
15/01/2024,SCCO012,050124,1980.0,MAT178,2312-060,0.05,100.5,FV-8779
15/01/2024,FPOS016,080124,97.0,MAT020,2401-021,0.62,60.0,FV-8798
15/01/2024,FPOS016,080124,97.0,MAT020,2311-041,0.15,14.91,FV-8798
15/01/2024,SCCO012,050124,1980.0,MAUX023,2312-023,1.0,1981.0,FV-8779
15/01/2024,SEM099,130124,148.27,MAT320,2312-011,0.13,19.94,FV-8820
15/01/2024,SEM099,130124,148.27,VAR113,2306-011,0.13,20.0,FV-8820
15/01/2024,FCAR015,130124,7.0,VAR417,2309-012,1.14,8.0,FV-8826
15/01/2024,FPER032,120124,148.0,VAR356,2307-008,1.0,148.0,FV-8822
15/01/2024,FPER051,080124,132.0,MAT381,2305-026,0.0,0.27,FV-8827
15/01/2024,FGUA001,050124,32.0,MAT336,2311-055,0.19,5.94,FV-8786
15/01/2024,FPER051,080124,132.0,MAT380,2309-085,0.0,0.58,FV-8827
15/01/2024,FPER032,120124,148.0,MAT269,2311-120,0.18,26.0,FV-8822
15/01/2024,FCAR015,130124,7.0,MAUX001,2312-018,0.85,5.93,FV-8826
15/01/2024,FPER051,080124,132.0,MAUX002,2312-017,0.56,74.54,FV-8827
15/01/2024,FPER032,120124,148.0,MAT071,2312-090,0.49,72.81,FV-8822
15/01/2024,FPER051,080124,132.0,MAT055,2311-007,0.0,0.3,FV-8827
15/01/2024,SCRE047,110124,945.0,VAR444,2312-114,3.2,3024.0,FV-8803
15/01/2024,FPOS016,080124,97.0,MAUX002,2312-017,0.71,68.47,FV-8798
15/01/2024,FPOS016,080124,97.0,MAUX001,2308-103,0.71,68.47,FV-8798
15/01/2024,SCCO012,050124,1980.0,MAUX001,2308-103,0.05,93.26,FV-8779
15/01/2024,SCRE047,110124,945.0,MAUX024,2309-112,0.26,248.72,FV-8803
15/01/2024,FPOS016,080124,97.0,MAT055,2306-073,0.0,0.34,FV-8798
15/01/2024,SEM099,130124,148.27,MAT359,2401-036,0.06,8.66,FV-8820
15/01/2024,FPOS015,100124,103.0,MAT183,2312-012,1.07,110.0,FV-8805
15/01/2024,SEM108,130124,75.0,MAUX002,2312-017,0.65,48.49,FV-8823
15/01/2024,SEM099,130124,148.27,MAUX018,2309-013,0.12,18.0,FV-8820
15/01/2024,FPOS010,110124,166.0,MAT137,2311-125,1.39,230.6,FV-8819
15/01/2024,SEM099,130124,148.27,MAT349,2311-104,0.03,4.46,FV-8820
15/01/2024,SEM099,130124,148.27,MAT027,2311-127,0.74,110.0,FV-8820
15/01/2024,SCCO012,050124,1980.0,MAUX002,2312-017,0.05,93.26,FV-8779
15/01/2024,SCCO012,050124,1980.0,VAR142,2309-007,0.08,165.0,FV-8779
15/01/2024,SCRE047,110124,945.0,MAUX047,2312-083,1.11,1050.0,FV-8803
15/01/2024,FPOS016,080124,97.0,MAT183,2312-012,10.31,1000.0,FV-8798
15/01/2024,FPOS015,100124,103.0,MAT033,2312-019,0.71,73.22,FV-8805
15/01/2024,FPOS016,080124,97.0,MAT380,2309-085,0.01,0.73,FV-8798
15/01/2024,SCCO012,050124,1980.0,MAT229,2309-103,0.0,1.34,FV-8779
15/01/2024,FGUA001,050124,32.0,MAUX001,2312-018,0.64,20.33,FV-8786
16/01/2024,SEM046,090124,2156.0,MAUX002,2312-017,0.07,152.21,FV-8793
16/01/2024,FCAR024,150124,68.0,VAR142,2312-049,1.0,68.0,FV-8832
16/01/2024,FCAR008,120124,352.0,VAR118,2310-033,1.0,352.0,FV-8817
16/01/2024,FCAR008,120124,352.0,VAR417,2309-012,1.01,354.0,FV-8817
16/01/2024,SEM072,090124,230.0,MAT313,2312-056,0.0,1.0,FV-8789
16/01/2024,FPOS009,090124,180.0,VAR417,2309-012,1.06,190.0,FV-8799
16/01/2024,SEM072,090124,230.0,MAT318,2312-029,0.06,12.82,FV-8789
16/01/2024,FGUA001,130124,105.0,VAR417,2309-012,1.02,107.0,FV-8833
16/01/2024,FPOS009,090124,180.0,MAT183,2312-012,1.06,190.0,FV-8799
16/01/2024,FGUA001,130124,105.0,VAR142,2312-049,1.0,105.0,FV-8833
16/01/2024,ELAB005,150124,1419.87,MAUX002,2312-017,0.16,225.48,FV-8828
16/01/2024,FGUA001,130124,105.0,MAUX002,2312-017,0.64,66.71,FV-8833
16/01/2024,ELAB005,150124,1419.87,SEM122,191223,0.01,7.8,FV-8828
16/01/2024,FCAR024,150124,68.0,MAUX001,2312-018,1.27,86.4,FV-8832
16/01/2024,FCAR002,150124,68.0,MAUX002,2312-017,0.75,51.2,FV-8831
16/01/2024,SEM102,150124,148.0,SEM122,191223,0.03,4.12,FV-8830
16/01/2024,SEM072,090124,230.0,MAT313,2312-101,0.0,0.65,FV-8789
16/01/2024,SCCO010,110124,4004.0,MAT229,2311-064,0.0,1.2,FV-8816
16/01/2024,SCCO010,110124,4004.0,MAT229,2309-103,0.0,1.28,FV-8816
16/01/2024,FCAR024,150124,68.0,MAUX002,2312-017,1.27,86.4,FV-8832
16/01/2024,FCAR002,150124,68.0,MAUX001,2312-018,0.75,51.2,FV-8831
16/01/2024,FGUA005,110124,80.0,MAT183,2312-012,8.14,651.0,FV-8815
16/01/2024,FPOS009,090124,180.0,MAT071,2311-116,0.77,138.97,FV-8799
16/01/2024,SEM046,090124,2156.0,SEM053,181123,0.0,2.45,FV-8793
16/01/2024,FCAR008,120124,352.0,SEM053,061223,0.02,6.9,FV-8817
16/01/2024,FGUA005,110124,80.0,VAR142,2312-049,1.0,80.0,FV-8815
