Fecha Recepción;Nº Orden;Producto;Descripción Producto;Lote Producto;Unidades Fabricadas;Componente;Descripción Componente;Lote Componente;Línea;Familia;Consumo Teórico;Total Teórico;Consumo Unitario;Consumo Total;Coste Unitario;Coste Total
05/07/2024;FV-9839;SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);040724;449,00;MAT292;BARQUETA ARROCES LS: Q H 40 (180x180x40);ALB-2024/136605;COMPONENTE;MATERIAL AUXILIAR;1,02;457,97;1,16;522,00;0,07;39,05
05/07/2024;FV-9839;SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);040724;449,00;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);0145121600;COMPONENTE;MATERIAL AUXILIAR;0,26;116,91;0,26;116,92;0,09;11,10
05/07/2024;FV-9837;SCRE046;ARROZ SECRETO IBÉRICO CON BOLETUS (1 X 280 gr);040724;5.831,00;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);0145121600;COMPONENTE;MATERIAL AUXILIAR;0,26;1.513,99;0,26;1.518,39;0,09;144,10
05/07/2024;FV-9842;FPOS015;TARTA DE QUESO SIN GLUTEN RACION (36 ud);040724;107,00;MAT196;FILM BOBINA GRANDE (1000 M X BOBINA ANCHO 450)  FLOWPACK;005-OF-24-00049;COMPONENTE;MATERIAL AUXILIAR;2,40;256,78;2,40;256,80;0,14;37,00
08/07/2024;FV-9851;FCAR003;1/2 CODILLO DE CERDO CON HUESO (CAJA 10 uds);040724;206,00;MAT183;ETIQUETA P.P 110*110 IMPRESA;0137918;COMPONENTE;MATERIAL AUXILIAR;10,20;2.101,87;10,12;2.084,00;0,02;42,72
08/07/2024;FV-9844;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;040724;21,00;MAT406;FONDO BASE ARROCES PREPARADO DE MARISCO (Sin tomate ni pimentón);K0611049;COMPONENTE;MATERIA PRIMA;1,00;21,00;0,37;7,68;15,30;117,53
08/07/2024;FV-9846;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;050724;24,00;MAT262;PIMENTON DULCE AHUMADO;K0515493-1;COMPONENTE;MATERIA PRIMA;0,92;22,03;0,92;22,03;6,63;146,04
08/07/2024;FV-9852;FCAR001;CARRILLERA  DE CERDO RACION (CAJA 16 uds);050724;91,00;SEM122;SEMIELABORADO DE SAL Y PIMIENTA;020724;foodVAC;SEMIELABORADOS;0,02;2,02;0,02;1,62;0,46;0,74
08/07/2024;FV-9843;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);050724;11.669,00;MAT104;PAPEL SULFURIZADO;103467407;COMPONENTE;MATERIAL AUXILIAR;0,03;319,61;0,03;330,00;0,05;16,17
08/07/2024;FV-9843;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);050724;11.669,00;MAT292;BARQUETA ARROCES LS: Q H 40 (180x180x40);ALB-2024/136605;COMPONENTE;MATERIAL AUXILIAR;1,02;11.891,88;1,02;11.850,00;0,07;886,38
08/07/2024;FV-9847;FCAR031;PULLED PORK (Caja 8 uds X 500 g);030724;3,00;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;CBU43120940;COMPONENTE;MATERIAL AUXILIAR;1,28;3,83;1,35;4,06;0,24;0,97
08/07/2024;FV-9844;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;040724;21,00;MAT393;AROMA DE HUMO FUMISAL;K0610893;COMPONENTE;MATERIA PRIMA;1,00;21,00;0,00;0,09;5,44;0,49
08/07/2024;FV-9848;SEM123;SEMIELABORADO COULAND BLANCO DE MICROONDAS UNIDADES;050724;6.165,00;MAT073;ALMIDON DE MAIZ (MAIZENA);F3M118723;COMPONENTE;MATERIA PRIMA;0,01;83,20;0,01;88,20;0,95;83,79
08/07/2024;FV-9851;FCAR003;1/2 CODILLO DE CERDO CON HUESO (CAJA 10 uds);040724;206,00;SEM053;PREPARADO SAL, AJO, ROMERO Y PIMIENTA;130524;foodVAC;SEMIELABORADOS;0,01;2,00;0,01;2,00;1,68;3,35
08/07/2024;FV-9848;SEM123;SEMIELABORADO COULAND BLANCO DE MICROONDAS UNIDADES;050724;6.165,00;MAT356;CORALCOLOR WHITE PLUS;00.111.734;COMPONENTE;MATERIA PRIMA;0,01;31,93;0,01;34,30;2,75;94,33
08/07/2024;FV-9846;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;050724;24,00;VAR113;ETIQUETA BLANCA P.P 90*60 ADH.FUERTE;0133734;COMPONENTE;MATERIAL AUXILIAR;1,02;24,49;2,08;50,00;0,01;0,49
08/07/2024;FV-9843;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);050724;11.669,00;MAT344;ARROZ VAPORIZADO S.25 KG;110624;COMPONENTE;MATERIA PRIMA;0,08;967,86;0,09;1.023,99;1,33;1.366,00
08/07/2024;FV-9848;SEM123;SEMIELABORADO COULAND BLANCO DE MICROONDAS UNIDADES;050724;6.165,00;MAT137;COBERTURA DE CHOCOLATE BLANCO W2NV-01B GOTAS 10K;240761001-1;COMPONENTE;MATERIA PRIMA;0,04;216,07;0,04;230,58;8,70;2.005,12
08/07/2024;FV-9844;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;040724;21,00;MAT349;TOMATE EN POLVO;ALB-AV357118;COMPONENTE;MATERIA PRIMA;1,00;21,00;0,04;0,89;9,62;8,51
08/07/2024;FV-9844;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;040724;21,00;MAT388;COLORANTE NATURAL TABERNER;155706;COMPONENTE;MATERIA PRIMA;0,01;0,22;0,02;0,45;11,34;5,06
08/07/2024;FV-9848;SEM123;SEMIELABORADO COULAND BLANCO DE MICROONDAS UNIDADES;050724;6.165,00;MAT033;AZUCAR;L24P222;COMPONENTE;MATERIA PRIMA;0,00;29,46;0,01;31,44;1,05;33,01
08/07/2024;FV-9844;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;040724;21,00;MAT408;ACEITE DE GIRASOL IBC 1.000 LITROS;11062410;COMPONENTE;MATERIA PRIMA;0,33;6,83;0,43;8,99;1,10;9,89
08/07/2024;FV-9846;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;050724;24,00;MAT345;FONDO DE CARNE INTERAL;172004;COMPONENTE;MATERIA PRIMA;10,74;257,67;10,74;257,68;3,49;899,93
08/07/2024;FV-9846;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;050724;24,00;MAT345;FONDO DE CARNE INTERAL;ALB-300053657;COMPONENTE;MATERIA PRIMA;22,07;529,62;22,07;529,63;3,49;1.849,72
08/07/2024;FV-9852;FCAR001;CARRILLERA  DE CERDO RACION (CAJA 16 uds);050724;91,00;MAT183;ETIQUETA P.P 110*110 IMPRESA;134707-1;COMPONENTE;MATERIAL AUXILIAR;8,16;742,82;8,14;741,00;0,02;16,01
08/07/2024;FV-9852;FCAR001;CARRILLERA  DE CERDO RACION (CAJA 16 uds);050724;91,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;130524;COMPONENTE;MATERIAL AUXILIAR;1,02;92,86;1,02;93,00;0,02;1,49
08/07/2024;FV-9850;FPOS010;COULAND CHOCOLATE MICRO. BLANCO SIN GLUTEN  (36ud);050724;43,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;130524;COMPONENTE;MATERIAL AUXILIAR;1,02;43,88;1,05;45,00;0,02;0,72
08/07/2024;FV-9844;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;040724;21,00;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;ALB-14841RIB24;COMPONENTE;MATERIAL AUXILIAR;0,33;7,00;0,33;7,00;0,23;1,63
08/07/2024;FV-9843;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);050724;11.669,00;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;ALB-14841RIB24;COMPONENTE;MATERIAL AUXILIAR;0,08;964,09;0,08;972,00;0,23;226,28
08/07/2024;FV-9843;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);050724;11.669,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1071948413;COMPONENTE;MATERIAL AUXILIAR;3,97;46.296,29;4,00;46.676,00;0,00;172,70
08/07/2024;FV-9849;FPER050;COULAND MICRO BLANCO 24 UDS TOPGEL;050724;189,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;130524;COMPONENTE;MATERIAL AUXILIAR;1,02;192,84;1,01;191,00;0,02;3,06
08/07/2024;FV-9849;FPER050;COULAND MICRO BLANCO 24 UDS TOPGEL;050724;189,00;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;ALB-1//2241471;COMPONENTE;MATERIAL AUXILIAR;0,50;94,09;0,50;94,09;0,24;22,40
08/07/2024;FV-9849;FPER050;COULAND MICRO BLANCO 24 UDS TOPGEL;050724;189,00;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;CBU43120940;COMPONENTE;MATERIAL AUXILIAR;0,53;100,31;0,53;100,31;0,24;23,88
08/07/2024;FV-9847;FCAR031;PULLED PORK (Caja 8 uds X 500 g);030724;3,00;VAR142;CAJAS CARTON B1 PEQUEÑA;1002166059;COMPONENTE;MATERIAL AUXILIAR;1,02;3,06;1,00;3,00;0,41;1,22
08/07/2024;FV-9843;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);050724;11.669,00;MAUX042;ETIQUETA EN C MERCADONA ARROZ DE SECRETO;0137988;COMPONENTE;MATERIAL AUXILIAR;1,08;12.615,53;1,09;12.719,00;0,02;287,45
08/07/2024;FV-9849;FPER050;COULAND MICRO BLANCO 24 UDS TOPGEL;050724;189,00;VAR423;CAJA BLANCA (6 UDS ESTUCHES);1002148025;COMPONENTE;MATERIAL AUXILIAR;1,02;192,82;1,00;189,00;0,26;49,29
08/07/2024;FV-9849;FPER050;COULAND MICRO BLANCO 24 UDS TOPGEL;050724;189,00;MAUX002;FILM BASE 200 MC (350 M X BOBINA ANCHO 423) ULMA;ALB-1//2241471;COMPONENTE;MATERIAL AUXILIAR;1,03;194,40;1,03;194,40;0,47;92,30
08/07/2024;FV-9850;FPOS010;COULAND CHOCOLATE MICRO. BLANCO SIN GLUTEN  (36ud);050724;43,00;VAR118;CAJAS CARTON B1 MEDIANA;1002329216;COMPONENTE;MATERIAL AUXILIAR;1,02;43,88;1,00;43,00;0,33;14,10
08/07/2024;FV-9844;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;040724;21,00;VAR113;ETIQUETA BLANCA P.P 90*60 ADH.FUERTE;0133734;COMPONENTE;MATERIAL AUXILIAR;1,02;21,43;1,38;29,00;0,01;0,28
08/07/2024;FV-9850;FPOS010;COULAND CHOCOLATE MICRO. BLANCO SIN GLUTEN  (36ud);050724;43,00;MAUX023;ETIQUETA IMPRESA FECHA DE CONSUMO PREFERENTE;623;COMPONENTE;MATERIAL AUXILIAR;6,12;263,26;6,12;263,00;0,00;0,32
08/07/2024;FV-9847;FCAR031;PULLED PORK (Caja 8 uds X 500 g);030724;3,00;MAT183;ETIQUETA P.P 110*110 IMPRESA;134707-1;COMPONENTE;MATERIAL AUXILIAR;8,16;24,49;9,33;28,00;0,02;0,60
08/07/2024;FV-9847;FCAR031;PULLED PORK (Caja 8 uds X 500 g);030724;3,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;130524;COMPONENTE;MATERIAL AUXILIAR;1,02;3,06;1,33;4,00;0,02;0,06
08/07/2024;FV-9843;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);050724;11.669,00;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);0145121600;COMPONENTE;MATERIAL AUXILIAR;0,23;2.712,96;0,23;2.735,21;0,09;259,57
08/07/2024;FV-9850;FPOS010;COULAND CHOCOLATE MICRO. BLANCO SIN GLUTEN  (36ud);050724;43,00;VAR119;ENVASE FLOR 6 HUECO (GRATENES Y POSTRES);ALB-13770;COMPONENTE;MATERIAL AUXILIAR;1,00;43,00;6,07;261,00;0,11;29,83
08/07/2024;FV-9844;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;040724;21,00;MAUX002;FILM BASE 200 MC (350 M X BOBINA ANCHO 423) ULMA;ALB-1//2241471;COMPONENTE;MATERIAL AUXILIAR;0,21;4,45;0,21;4,45;0,47;2,11
08/07/2024;FV-9847;FCAR031;PULLED PORK (Caja 8 uds X 500 g);030724;3,00;SEM102;SEMIELABORADO COCHINILLO DESHUESADO;020724;foodVAC;SEMIELABORADOS;1,00;3,00;1,00;3,00;48,64;145,92
08/07/2024;FV-9849;FPER050;COULAND MICRO BLANCO 24 UDS TOPGEL;050724;189,00;SEM123;SEMIELABORADO COULAND BLANCO DE MICROONDAS UNIDADES;050724;foodVAC;SEMIELABORADOS;24,00;4.536,00;24,00;4.536,00;0,55;2.483,46
08/07/2024;FV-9850;FPOS010;COULAND CHOCOLATE MICRO. BLANCO SIN GLUTEN  (36ud);050724;43,00;SEM123;SEMIELABORADO COULAND BLANCO DE MICROONDAS UNIDADES;050724;foodVAC;SEMIELABORADOS;36,00;1.547,97;36,42;1.566,00;0,55;857,39
08/07/2024;FV-9844;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;040724;21,00;MAT397;DADOS RAPE;S23311/2230986;COMPONENTE;MATERIA PRIMA;0,28;5,95;0,38;8,00;4,90;39,20
08/07/2024;FV-9843;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);050724;11.669,00;MAT296;AJO TIERNO CONGELADO;12/04/24-1;COMPONENTE;MATERIA PRIMA;0,02;176,52;0,02;189,09;3,59;679,21
08/07/2024;FV-9843;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);050724;11.669,00;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);020724;SC;SEMIELABORADOS;0,03;319,61;0,03;330,00;18,47;6.095,83
08/07/2024;FV-9844;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;040724;21,00;MAT396;DADOS DE POTON TRATADO 2X2;02240201-3;COMPONENTE;MATERIA PRIMA;0,24;5,14;0,49;10,34;3,60;37,22
08/07/2024;FV-9851;FCAR003;1/2 CODILLO DE CERDO CON HUESO (CAJA 10 uds);040724;206,00;MAT040;1/2 CODILLO DE CERDO;24180004;COMPONENTE;MATERIA PRIMA;3,53;726,92;3,57;735,00;2,90;2.131,50
08/07/2024;FV-9852;FCAR001;CARRILLERA  DE CERDO RACION (CAJA 16 uds);050724;91,00;MAT038;CARRILLERA DE CERDO;ES11/1854LM;COMPONENTE;MATERIA PRIMA;3,25;295,56;3,44;312,60;8,10;2.532,06
08/07/2024;FV-9848;SEM123;SEMIELABORADO COULAND BLANCO DE MICROONDAS UNIDADES;050724;6.165,00;MAT154;MARGARINA SUNORO CREMA CJ 20KG;24-06041;COMPONENTE;MATERIA PRIMA;0,02;119,08;0,02;127,08;3,00;381,24
08/07/2024;FV-9848;SEM123;SEMIELABORADO COULAND BLANCO DE MICROONDAS UNIDADES;050724;6.165,00;MAT021;HUEVO PASTEURIZADO ARTEOVO;215724;COMPONENTE;MATERIA PRIMA;0,03;176,66;0,03;188,52;2,10;395,89
08/07/2024;FV-9851;FCAR003;1/2 CODILLO DE CERDO CON HUESO (CAJA 10 uds);040724;206,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;130524;COMPONENTE;MATERIAL AUXILIAR;1,02;210,20;1,02;210,00;0,02;3,36
08/07/2024;FV-9851;FCAR003;1/2 CODILLO DE CERDO CON HUESO (CAJA 10 uds);040724;206,00;MAUX002;FILM BASE 200 MC (350 M X BOBINA ANCHO 423) ULMA;ALB-1//2241471;COMPONENTE;MATERIAL AUXILIAR;0,86;176,56;0,86;176,57;0,47;83,84
08/07/2024;FV-9844;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;040724;21,00;MAT262;PIMENTON DULCE AHUMADO;K0515493;COMPONENTE;MATERIA PRIMA;1,00;21,00;0,02;0,45;6,63;2,98
08/07/2024;FV-9846;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;050724;24,00;MAT388;COLORANTE NATURAL TABERNER;155706;COMPONENTE;MATERIA PRIMA;1,65;39,65;1,65;39,65;11,34;449,63
08/07/2024;FV-9852;FCAR001;CARRILLERA  DE CERDO RACION (CAJA 16 uds);050724;91,00;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;ALB-1//2241471;COMPONENTE;MATERIAL AUXILIAR;0,69;62,40;0,69;62,40;0,24;14,86
08/07/2024;FV-9846;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;050724;24,00;MAT262;PIMENTON DULCE AHUMADO;K0515493;COMPONENTE;MATERIA PRIMA;2,36;56,70;2,36;56,70;6,63;375,86
08/07/2024;FV-9846;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;050724;24,00;MAT389;HARINA 100% BOLETUS;ALB-665307;COMPONENTE;MATERIA PRIMA;2,30;55,22;2,30;55,23;37,75;2.084,74
08/07/2024;FV-9851;FCAR003;1/2 CODILLO DE CERDO CON HUESO (CAJA 10 uds);040724;206,00;VAR142;CAJAS CARTON B1 PEQUEÑA;1002166059;COMPONENTE;MATERIAL AUXILIAR;1,02;210,19;1,00;206,00;0,41;83,45
08/07/2024;FV-9850;FPOS010;COULAND CHOCOLATE MICRO. BLANCO SIN GLUTEN  (36ud);050724;43,00;MAT196;FILM BOBINA GRANDE (1000 M X BOBINA ANCHO 450)  FLOWPACK;005-OF-24-00049;COMPONENTE;MATERIAL AUXILIAR;2,40;103,20;2,40;103,20;0,14;14,87
08/07/2024;FV-9850;FPOS010;COULAND CHOCOLATE MICRO. BLANCO SIN GLUTEN  (36ud);050724;43,00;MAT183;ETIQUETA P.P 110*110 IMPRESA;134707-1;COMPONENTE;MATERIAL AUXILIAR;1,02;43,88;1,05;45,00;0,02;0,97
08/07/2024;FV-9852;FCAR001;CARRILLERA  DE CERDO RACION (CAJA 16 uds);050724;91,00;VAR142;CAJAS CARTON B1 PEQUEÑA;1002166059;COMPONENTE;MATERIAL AUXILIAR;1,02;92,85;1,00;91,00;0,41;36,86
08/07/2024;FV-9852;FCAR001;CARRILLERA  DE CERDO RACION (CAJA 16 uds);050724;91,00;MAUX002;FILM BASE 200 MC (350 M X BOBINA ANCHO 423) ULMA;ALB-1//2241471;COMPONENTE;MATERIAL AUXILIAR;0,69;62,40;0,69;62,40;0,47;29,63
09/07/2024;FV-9857;FCAR008;SECRETO DE CERDO IBERICO RACION (CAJA 12 uds);080724;127,00;MAUX002;FILM BASE 200 MC (350 M X BOBINA ANCHO 423) ULMA;ALB-1//2241471;COMPONENTE;MATERIAL AUXILIAR;1,54;195,94;1,54;195,94;0,47;93,03
09/07/2024;FV-9858;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);080724;15.689,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1071948413;COMPONENTE;MATERIAL AUXILIAR;1,81;28.383,10;1,83;28.716,00;0,00;106,25
09/07/2024;FV-9858;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);080724;15.689,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1072041659;COMPONENTE;MATERIAL AUXILIAR;2,14;33.645,37;2,17;34.040,00;0,00;125,95
09/07/2024;FV-9858;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);080724;15.689,00;MAT292;BARQUETA ARROCES LS: Q H 40 (180x180x40);ALB-2024/136605;COMPONENTE;MATERIAL AUXILIAR;1,01;15.804,63;1,02;15.990,00;0,07;1.196,05
09/07/2024;FV-9857;FCAR008;SECRETO DE CERDO IBERICO RACION (CAJA 12 uds);080724;127,00;VAR118;CAJAS CARTON B1 MEDIANA;1002329216;COMPONENTE;MATERIAL AUXILIAR;1,02;129,58;1,00;127,00;0,33;41,66
09/07/2024;FV-9858;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);080724;15.689,00;MAT104;PAPEL SULFURIZADO;103467407;COMPONENTE;MATERIAL AUXILIAR;0,03;428,00;0,03;440,00;0,05;21,56
09/07/2024;FV-9854;SEM102;SEMIELABORADO COCHINILLO DESHUESADO;080724;107,25;SEM122;SEMIELABORADO DE SAL Y PIMIENTA;020724;foodVAC;SEMIELABORADOS;0,02;1,94;0,02;2,26;0,46;1,04
09/07/2024;FV-9856;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);100724;360,00;VAR423;CAJA BLANCA (6 UDS ESTUCHES);1002268227;COMPONENTE;MATERIAL AUXILIAR;0,17;61,24;0,17;60,00;0,26;15,65
09/07/2024;FV-9857;FCAR008;SECRETO DE CERDO IBERICO RACION (CAJA 12 uds);080724;127,00;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;ALB-1//2241471;COMPONENTE;MATERIAL AUXILIAR;1,54;195,94;1,54;195,94;0,24;46,65
09/07/2024;FV-9857;FCAR008;SECRETO DE CERDO IBERICO RACION (CAJA 12 uds);080724;127,00;SEM053;PREPARADO SAL, AJO, ROMERO Y PIMIENTA;130524;foodVAC;SEMIELABORADOS;0,02;2,51;0,02;2,18;1,68;3,65
09/07/2024;FV-9857;FCAR008;SECRETO DE CERDO IBERICO RACION (CAJA 12 uds);080724;127,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;130524;COMPONENTE;MATERIAL AUXILIAR;1,02;129,59;1,02;130,00;0,02;2,08
09/07/2024;FV-9858;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);080724;15.689,00;MAUX042;ETIQUETA EN C MERCADONA ARROZ DE SECRETO;0137988;COMPONENTE;MATERIAL AUXILIAR;1,08;16.901,76;1,09;17.100,00;0,02;386,46
09/07/2024;FV-9855;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);100724;576,00;MAUX029;ESTUCHE CARRILLERA DE CERDO;12401314;COMPONENTE;MATERIAL AUXILIAR;1,02;587,58;1,00;576,00;0,18;103,85
09/07/2024;FV-9855;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);100724;576,00;MAUX016;ETIQUETA IMPRESA 1426 FECHA DE CADUCIDAD;1426--6;COMPONENTE;MATERIAL AUXILIAR;1,02;587,62;1,02;588,00;0,00;0,71
09/07/2024;FV-9854;SEM102;SEMIELABORADO COCHINILLO DESHUESADO;080724;107,25;MAT104;PAPEL SULFURIZADO;103467407;COMPONENTE;MATERIAL AUXILIAR;2,04;218,87;2,00;214,00;0,05;10,49
09/07/2024;FV-9855;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);100724;576,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;130524;COMPONENTE;MATERIAL AUXILIAR;0,17;97,94;0,17;98,00;0,02;1,57
09/07/2024;FV-9854;SEM102;SEMIELABORADO COCHINILLO DESHUESADO;080724;107,25;MAUX018;BOLSA VACIO 40x60 LORE140 MICRAS ENVASADO PLANCHAS;10753568;COMPONENTE;MATERIAL AUXILIAR;1,33;142,26;1,00;107,00;0,30;32,00
09/07/2024;FV-9858;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);080724;15.689,00;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);0145121600;COMPONENTE;MATERIAL AUXILIAR;0,23;3.634,87;0,23;3.677,50;0,09;348,99
09/07/2024;FV-9856;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);100724;360,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;130524;COMPONENTE;MATERIAL AUXILIAR;0,17;61,22;0,17;62,00;0,02;0,99
09/07/2024;FV-9854;SEM102;SEMIELABORADO COCHINILLO DESHUESADO;080724;107,25;MAT357;PIEL DE COCHINILLO;ALB-BOP2404AV0101;COMPONENTE;MATERIA PRIMA;0,42;44,53;0,32;34,53;6,00;207,18
09/07/2024;FV-9856;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);100724;360,00;MAUX026;ESTUCHE RABO DE VACUNO;12401316;COMPONENTE;MATERIAL AUXILIAR;1,02;367,29;1,00;360,00;0,18;64,91
09/07/2024;FV-9855;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);100724;576,00;SEM096;SEMIELABORADO CARRILLERA DE CERDO AL OPORTO;010724;SC;SEMIELABORADOS;1,00;575,96;1,00;576,00;1,82;1.050,85
09/07/2024;FV-9858;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);080724;15.689,00;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);240624;SC;SEMIELABORADOS;0,01;213,03;0,01;219,00;18,42;4.034,72
09/07/2024;FV-9858;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);080724;15.689,00;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);020724;SC;SEMIELABORADOS;0,01;214,97;0,01;221,00;18,47;4.082,36
09/07/2024;FV-9857;FCAR008;SECRETO DE CERDO IBERICO RACION (CAJA 12 uds);080724;127,00;MAT290;SECRETO DE CERDO IBERICO  BARRIGA ARROCES;ALB-VE2/426;COMPONENTE;MATERIA PRIMA;2,76;350,84;2,77;351,87;6,30;2.216,75
09/07/2024;FV-9858;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);080724;15.689,00;MAT344;ARROZ VAPORIZADO S.25 KG;110624;COMPONENTE;MATERIA PRIMA;0,08;1.305,39;0,09;1.364,00;1,33;1.819,58
09/07/2024;FV-9854;SEM102;SEMIELABORADO COCHINILLO DESHUESADO;080724;107,25;MAT373;COCHINILLO DE CERDO EN KG;ALB-BOB2406AV0160;COMPONENTE;MATERIA PRIMA;9,27;994,48;7,58;813,38;5,90;4.798,94
09/07/2024;FV-9856;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);100724;360,00;SEM095;SEMIELABORADO RABO ESTOFADO CON SETAS;010724;SC;SEMIELABORADOS;1,00;359,90;1,00;360,00;2,40;862,27
09/07/2024;FV-9858;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);080724;15.689,00;MAT296;AJO TIERNO CONGELADO;12/04/24-1;COMPONENTE;MATERIA PRIMA;0,02;237,53;0,02;244,20;3,59;877,17
09/07/2024;FV-9858;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);080724;15.689,00;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;ALB-14841RIB24;COMPONENTE;MATERIAL AUXILIAR;0,08;1.291,85;0,08;1.307,00;0,23;304,27
09/07/2024;FV-9857;FCAR008;SECRETO DE CERDO IBERICO RACION (CAJA 12 uds);080724;127,00;MAT183;ETIQUETA P.P 110*110 IMPRESA;134707-1;COMPONENTE;MATERIAL AUXILIAR;12,24;1.555,02;12,04;1.529,00;0,02;33,03
