;Almacén;Artículo;Descripción;Stock Unidades;Ubicación;Lote/Nº Serie;Lote Interno;Fecha Entrada;Proveedor;Caducidad;Entradas Previstas;Salidas Previstas;Fecha Salida Prevista
False;GENERAL;MAT423;COLORANTE CARAMELO (SACO 25KG);0,00;SECOS;20250160;;;;01/01/2027;;;
False;GENERAL;MAT025;CRATERELLUS CORNUCOPIOIDES (TROMPETA NEGRA);0,00;;171115CC3D;;;;01/11/2019;;;
False;NAVE 5;VAR440;VITOLA ARROZ DE SECRETO CONSUM (300gr);0,00;EXPEDICIÓN;39042/1/1;;;;;;;
False;GENERAL;SEM082;SEMIELABORADO DE ARROZ DE VERDURAS SIN BOLETUS TROZO (BOLSA);0,00;;030523;;;;02/08/2023;;;
False;NAVE 5;MAT236;FILM AZUL (750M X BOBINA ANCHO 125 MM) EMBUTIR;0,00;;080518;;;;01/01/2030;;;
False;NAVE 5;MAT380;XANTAMIX;0,00;;AV364272;;;;18/07/2024;;;
False;GENERAL;VAR122;FILM ALIMENTARIO 45 (250 m bobina);0,00;;660918;;;;30/12/2029;;;
False;GENERAL;MAT128;OBSOLETO: ACEITE DE SESAMO;0,00;;HS-7220;;;;30/08/2019;;;
False;GENERAL;SEM078;JUGO DE COCCION (RABO);0,00;;110523;;;;11/11/2024;;;
False;GENERAL;MAT164;FILM BOBINA FLOWPACK OPP (300 m x bobina);0,00;;L-1700070;;;;30/12/2029;;;
False;GENERAL;MAT128;OBSOLETO: ACEITE DE SESAMO;0,00;;PCJ0821;;;;18/11/2019;;;
False;GENERAL;FCAR000;CARRILLERA DE CERDO kg (CAJA 4 Kg);0,00;;050220;;;;29/07/2021;;;
False;GENERAL;MAT073;ALMIDON DE MAIZ (MAIZENA);0,00;;591018;;;;31/05/2020;;;
False;GENERAL;SEM096;SEMIELABORADO CARRILLERA DE CERDO AL OPORTO;0,00;;050723;;;;03/10/2023;;;
False;GENERAL;FCAR002;COCHINILLO DESHUESADO RACION (CAJA 16 uds);0,00;;070520;;;;29/10/2021;;;
False;NAVE 5;VAR425;VITOLA PAELLA VALENCIANA (350gr);0,00;;36165;;;;28/05/2050;;;
False;GENERAL;FPOS009;COULAND CHOCOLATE MICROONDAS SIN GLUTEN (36 uds);0,00;;02122021;;;;12/02/2022;;2,00;07/04/2025
False;GENERAL;MAT232;RABITOS CORDERO;0,00;;310120;;;;07/02/2020;;;
False;NAVE 5;MAT307;ESTABILIZADOR S010 DE SALSAS;0,00;;J09114887;;;;01/08/2025;;;
False;GENERAL;FPOS013;BROWNIE BLANCO SIN GLUTEN RACION (36 uds);0,00;;.;;;;30/04/2020;;;
False;GENERAL;MAT261;ÑORA;0,00;;23100E23104E;;;;04/05/2023;;;
False;GENERAL / 2;MAT346;VINO BLANCO;0,00;;(SIN LOTE);;;;13/06/2024;;;
False;GENERAL;SEM131;SEMIELABORADO TORRIJA UNIDADES;0,00;;030425;;;;03/04/2026;;;
False;GENERAL;VAR311;MALETIN PULARDA SELECTIUM;0,00;;DICIEMBRE 2018;;;;01/06/2019;;;
False;NAVE 5;VAR434;VITOLA A BANDA ALDI (300gr);0,00;;36165;;;;;;;
False;GENERAL;MAT039;OBSOLETO: COCHINILLO DE CERDO;0,00;;(SIN LOTE);;;;10/05/2022;;;
False;GENERAL;SEM016;SEMI SC COULAND MICRO 90 gr SIN GLUTEN;0,00;;140121;;;;14/07/2022;;;
False;GENERAL;MAT020;LECHE ENTERA DE VACA;0,00;;1021018;;;;21/02/2019;;;
False;GENERAL;FCAR007;SECRETO DE CERDO IBERICO kg (CAJA 4kg);0,00;;.;;;;13/02/2020;;;
False;GENERAL;SEM107;SEMIELABORADO ESPECIAS CARNE PAPAS LOCAS;0,00;;070723;;;;29/09/2023;;;
False;NAVE 5;MAUX016;ETIQUETA IMPRESA 1426 FECHA DE CADUCIDAD;0,00;;(SIN LOTE);;;;;;;
False;NAVE 5;MAUX029;ESTUCHE CARRILLERA DE CERDO;0,00;;12403711.;;;;;;;
False;GENERAL;MAT337;ACEITE DE OLIVA VIRGEN EXTRA GARRAFA 4.4 KG;0,00;SECOS;15523140;;;;30/10/2024;;;
False;GENERAL;MAT171;FILM BASE 180MC (AMILEN) (350M X BOBINA);0,00;;961018;;;;30/12/2029;;;
False;GENERAL;SEM053;PREPARADO SAL, AJO, ROMERO Y PIMIENTA;0,00;;040321;;;;24/08/2022;;;
False;NAVE 5;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;0,00;;36EVFBPI02022;;;;;;;
False;NAVE 5;MAUX054;FILM TAPA GUISO DE MARISCO 100 MC (600 M X BOBINA ANCHO 418);0,00;;(SIN LOTE);;;;;;;
False;GENERAL;MAT261;ÑORA;0,00;;23102E;;;;04/05/2023;;;
False;GENERAL;MAT315;SALSA TABASCO;0,00;SECOS;091520--;;;;25/09/2025;;;
False;GENERAL;MAT292;BARQUETA ARROCES LS: Q H 40 (180x180x40);0,00;EXPEDICIÓN;ALB-2024/137417;;;;01/01/2099;;;
False;GENERAL;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);0,00;SALAS;ALB-2182723534;;;;;;;
False;NAVE 5;MAT302;COLORANTE NATURAL SCAIII;0,00;;230522B/250822B;;;;25/08/2023;;;
False;GENERAL;SCRE053;PAELLA VALENCIANA / ARROZ A BANDA / FIDEUA ALDI (4 x 300 + 4 x 280 + 4 x 280);0,00;;130723;;;;12/08/2023;;;
False;GENERAL;MAT129;ALCAPARRAS;0,00;;770918;;;;01/09/2020;;;
False;GENERAL;VAR313;BOBINAS FILM MANUAL (NEGRO) PALETIZAR;0,00;;0700519;;;;04/11/2019;;;
False;CONSUMO INTERNO HIGIÉNICOS;VAR376;ROLLO BOLSAS BASURA AMARILLA 85*105 G-140 GRANDE (1 ROLLO);0,00;LIMPIEZA;;;;;;;;
False;NAVE 5;VAR389;DI JONCLEAN 18 1X20L SF401400;0,00;JAULA LIMPIEZA;;;;;;;;
False;GENERAL;SEM018;SALSA VACUNO PREMIERK;;;;;;;;;;
False;GENERAL;VAR325;FREGONA HILO  MICROFIBRA 160 gr AZUL;0,00;;;;;;;;;
False;GENERAL;MAT001;BOLSAS COCCION 25x40 1000 ud;0,00;;ALB:1701559 L-10033089;;;;30/12/2029;;;
False;GENERAL;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);0,00;PPAA REF;100124;;;;18/03/2024;;432,00;09/04/2025
False;GENERAL;MNTLOCAL001;MANTENIMIENTO LOCAL;0,00;;;;;;;;;
False;GENERAL;VAR074;KIT CONTROL DUREZA;0,00;;;;;;;;;
False;GENERAL;SEM023;JUGO DE CORDERO;;;;;;;;;;
False;GENERAL;VAR397;SOFT CARE HYG E H5 IC 1X1.3 L W3987;0,00;;;;;;;;;
False;GENERAL;VAR066;ASESORIA FINANCIERA EXTERNA;0,00;;;;;;;;;
False;NAVE 5;VAR474;DEOGEN 1X20L;2,00;JAULA LIMPIEZA;;;;;;;;
False;NAVE 5;VAR455;DI POWERFOAM VF4 1X20L E;22,00;JAULA LIMPIEZA;;;;;;;;
False;GENERAL;VAR028;PORTAROLLOS  NEGRO;0,00;;;;;;;;;
False;NAVE 5;VAR482;DIVOSAN EXTRA 20L;3,00;LIMPIEZA;;;;;;;;
False;GENERAL;VAR474;DEOGEN 1X20L;0,00;;;;;;;;;
False;GENERAL;FPER009;BALLOTINE DE RABO DE VACUNO 4cm;;;;;;;;;;
False;NAVE 5;VAR368;GUANTES NITRILO MORADO M (1 UNIDAD);0,00;;;;;;;;;
False;GENERAL;SEM034;RELLENO MUSLO DE POLLO;;;;;;;;;;
False;GENERAL;MAT156;BOLSAS CONSERVACION 165*225 1000 ud;;;;;;;;;;
False;GENERAL;VAR002;NO USAR B.BASURA80X80 G-150 B.D;0,00;;;;;;;;;
False;GENERAL;MAT312;SALSA DE SOJA;0,00;;012422;;;;01/01/2027;;;
False;NAVE 5;MAT294;FILM PELABLE LS (750 M X UD ANCHO 44) MECAPACK;0,00;;OIAUEGYRF;;;;22/02/2021;;;
False;GENERAL;MAT261;ÑORA;0,00;;23101E;;;;04/05/2023;;;
False;GENERAL;MAT136;CORDERO LECHAL;0,00;;17/01/13/00348 (178uds);;;;18/03/2019;;;
False;NAVE 5;VAR121;PRECINTO;0,00;;0210819;;;;04/11/2019;;;
False;GENERAL;MAT139;DIOXIDO DE TITANIO E-171;0,00;;1111218;;;;03/03/2023;;;
False;GENERAL;MAT053;MIEL;0,00;;541018;;;;01/03/2020;;;
False;GENERAL;MAT288;MATERIA PRIMA PARA ELABORAR;;;;;;;;;;
False;GENERAL;MAT068;SALMON FILETES;0,00;;123300.-;;;;20/08/2019;;;
False;CONSUMO INTERNO HIGIÉNICOS;VAR338;SUMA LIGTH D1.2 1X20L W1779;0,00;;;;;;;;;
False;NAVE 5;VAR332;GOOD SENSE 30 DAY G.APPLE 1X2PC 100867353;0,00;LIMPIEZA;;;;;;;;
False;DEPÓSITOS;MAT027;VINO TINTO;;;;;;;;;;
False;GENERAL;VAR065;TRANSPORTE INTERNACIONAL;0,00;;;;;;;;1,00;14/04/2025
False;GENERAL;MATOF026;GRAPAS ERICH KARUSE 24/6 COBREADAS (C/1000);0,00;;;;;;;;;
False;CARBÓ;SEM004;OBSOLETO:JUGO DE COCCION(RABO);;;;;;;;;;
False;GENERAL;MAT393;AROMA DE HUMO FUMISAL;0,00;;AV364272;;;;18/07/2024;;;
False;GENERAL;VAR005;BOBINAS FILM MANUAL (23MC500M)-PALETIZAR;0,00;;361018;;;;30/12/2029;;;
False;GENERAL;MAT021;HUEVO PASTEURIZADO ARTEOVO;0,00;;222019;;;;26/09/2019;;;
False;GENERAL;FPER027;PALETILLA ENTERA DE LECHAL;;;;;;;;;;
False;NAVE 5;VAR366;GUANTE NITRILO VERDE G/L (1 UNIDAD);0,00;;;;;;;;;
False;CONSUMO INTERNO HIGIÉNICOS;VAR131;CAPUZ/BURKA PP CON MASCARILLA BLANCO (1 UNIDAD);0,00;;;;;;;;;
False;CONSUMO INTERNO HIGIÉNICOS;VAR375;ROLLO BOLSAS BASURA NEGRA 54*60 G-80 PEQUEÑA (1 ROLLO);0,00;LIMPIEZA;;;;;;;;
False;GENERAL;MATOF015;BOLIGRAFO PILOT G2 RETRACTIL AZUL TINTA DE GEL;0,00;;;;;;;;;
False;GENERAL;MAT145;POLIMEROS (REIMPRESION);;;;;;;;;;
False;GENERAL;SCTIE009;COULAND MICRO BLANCO 12UDS (2X100G);;;;;;;;;;
False;GENERAL;VAR354;OBSOLETO: TASKI SANI DRASTIC 1X1L E;0,00;;;;;;;;;
False;DEPÓSITOS;MAT022;COPOS DE PATATA;;;;;;;;;;
False;CARBÓ;MAT033;AZUCAR;;;;;;;;;;
False;GENERAL;FPOS004;COULAND DE CHOCOLATE MICROONDAS SIN GLUTEN(20 uds);;;;;;;;;;
False;GENERAL;VAR095;MANGUITO POLIETILENO AZUL 20 MICRAS (1 UNIDAD);0,00;LIMPIEZA;;;;;;;;
False;CONSUMO INTERNO HIGIÉNICOS;VAR366;GUANTE NITRILO VERDE G/L (1 UNIDAD);0,00;;;;;;;;;
False;GENERAL;SEM056;LS SEMIELABORADO ARROZ AL HORNO;0,00;;211021;;;;19/01/2022;;;
False;GENERAL;MAT113;CORDERO RECENTAL (CUELLO);0,00;;720918;;;;20/07/2020;;;
False;GENERAL;MAT438;COBERTURA DE CHOCOLATE NEGRO BC;0,00;;2504-015;;;;17/01/2027;;;
False;GENERAL;MAT234;CABEZA DE LOMO IBÉRICO (SC);0,00;;92034270519;;;;23/11/2020;;;
False;NAVE 5;MAT104;PAPEL SULFURIZADO;0,00;;(SIN LOTE);;;;06/03/2025;;;
False;GENERAL;SCRE002;SECRETO DE CERDO IBERICO CON PATATAS TRUFADAS;;;;;;;;;;
False;DEPÓSITOS;MAT017;SAL FINA;;;;;;;;;;
False;NAVE 5;VAR343;DI ALCOSPRAY VT10 1X20L E;2,00;JAULA LIMPIEZA;;;;;;;;
False;CONSUMO INTERNO GENERAL;MAT017;SAL FINA;;;;;;;;;;
False;GENERAL;MAT106;ACIDO ASCORBICO;;;;;;;;;;
False;GENERAL;VAR006;NO USAR DELLADET VS2 20 LITROS;0,00;;;;;;;;;
False;NAVE 5;VAR480;GUANTES NITRILO AZUL M (1 UNIDAD) 5 GRAMOS GD21M*;13.000,00;LIMPIEZA;;;;;;;;
False;GENERAL / 2;VAR451;PALET EUR;720,00;;;;;;;;;
False;CONSUMO INTERNO I+D;FPOS010;COULAND CHOCOLATE MICRO. BLANCO SIN GLUTEN  (36ud);;;;;;;;;;
False;GENERAL;SCEXP006;BONED LAMB WITH CARROTS AND HERBS 8UDS 300G;;;;;;;;;;
False;GENERAL;VAR141;OBSOLETO;0,00;;;;;;;;;
False;CONSUMO INTERNO HIGIÉNICOS;VAR350;DL DIVOSAN QC VT50 1X20L E 7517432;0,00;;;;;;;;;
False;GENERAL;VAR035;CUBILETE Q-CONNET METAL REJILLA;0,00;;;;;;;;;
False;GENERAL;VAR135;BIDON 5 lt  DESENGRASANTE FREDEC MAQUINA FREGADORA;0,00;;;;;;;;;
False;NAVE 5;VAR498;COMBI CLEAN LAINOX (1 ENVASE);5,00;LIMPIEZA;;;;;;;;
False;GENERAL;VAR040;DIGEL DERMO DESINFECT. 5l.;0,00;;;;;;;;;
False;NAVE 5;VAR388;ESTUCHE SECRETO IBERICO CON PATATAS CONGELADO;0,00;;;;;;;;;
False;GENERAL;SCRE017;LS ARROZ VERDURAS  (4 X 300 gr);0,00;;211220;;;;21/12/2020;;;
False;GENERAL;MAT035;SECRETO DE CERDO IBERICO PAPADA;0,00;;681018;;;;15/10/2020;;;
False;GENERAL;MAT312;SALSA DE SOJA;0,00;;(SIN LOTE);;;;01/06/2021;;;
False;GENERAL;MAT021;HUEVO PASTEURIZADO ARTEOVO;0,00;;5280/10;;;;26/05/2021;;;
False;GENERAL;FCAR029;CODILLO DE CERDO DESHUESADO (CAJA 16 uds);0,00;;051218;;;;28/05/2020;;;
False;GENERAL;MAT021;HUEVO PASTEURIZADO ARTEOVO;0,00;;-203620;;;;25/03/2020;;;
False;GENERAL;VAR451;PALET EUR;504,00;EXPEDICION;;;;;;;2,00;22/05/2025
False;GENERAL;MATOF019;CINTA ADHESIVA INVISIBLE 19mm X 20m;0,00;;;;;;;;;
False;GENERAL;MAT010;FILM TRANSP (750 M X BOBINA ANCHO 110 ) EMBUTIR;;;;;;;;;;
False;GENERAL;VAR068;INTERNET;0,00;;;;;;;;;
False;GENERAL;MAT079;ARANDANOS;;;;;;;;;;
False;NAVE 5;VAR379;BAYETA SINTETICA 38*40 AMARILLAS (1 UNIDAD);0,00;JAULA LIMPIEZA;;;;;;;;
False;CONSUMO INTERNO HIGIÉNICOS;VAR365;MANGUITOS POLIETILENO BLANCO (1 UNIDAD);0,00;;;;;;;;;
False;GENERAL;VAR136;NITRÓGENO LIQUIDO REFRIGERADO;0,00;;;;;;;;;
False;NAVE 5;VAR143;CAJAS CARTON B1 GRANDE;;;;;;;;;;
False;CONSUMO INTERNO HIGIÉNICOS;VAR354;OBSOLETO: TASKI SANI DRASTIC 1X1L E;0,00;;;;;;;;;
False;NAVE 5;VAR345;DI DELLADET VS2 1X20L E 7514239;4,00;JAULA LIMPIEZA;;;;;;;;
False;GENERAL;VAR323;ROLLO PAPEL HIGIENICO (1 ROLLO);0,00;LIMPIEZA;;;;;;;;
False;DEPÓSITOS;MAT003;BOLSAS DE COCCIÓN 35X50 500 ud;;;;;;;;;;
False;GENERAL;VAR442;VITOLA PAELLA DE MARISCO;0,00;EXPEDICIÓN;39042/31;;;;;;;
False;GENERAL;MAT174;CODILLO DE CERDO CON PIEL;0,00;;.;;;;12/09/2019;;;
False;GENERAL;SEM042;SEMIELABORADO MELOSO DE  VACUNO;;;;;;;;;;
False;NAVE 5;VAR334;SOFT CARE DES E SPRAY H5 1X5L 100958128;0,00;JAULA LIMPIEZA;;;;;;;;
False;GENERAL;FCAR023;SALSA  DE CIERVO;;;;;;;;;;
False;NAVE 5;MAT090;ESPECIAS CHIMICHURRI;;;;;;;;;;
False;GENERAL;VAR001;OBSOLETO: SAL PERLA;0,00;;;;;;;;;
False;CARBÓ;MAT073;ALMIDON DE MAIZ (MAIZENA);;;;;;;;;;
False;NAVE 5;VAR386;(no se usa) FILM BASE(323 MM)HAYEK (350 M X BOBINA);0,00;;;;;;;;;
False;GENERAL;VAR015;NO USAR FREGONA MICROFIBRA;0,00;;;;;;;;;
False;GENERAL;VAR014;FREGOLOR MANZANA (5L);0,00;;;;;;;;;
False;GENERAL;FCAR032;PULLED BEEF (Caja 8 uds X 500 g);;;;;;;;;;
False;GENERAL;SEM038;SEMIELABORADO DE COCHINILLO;;;;;;;;;;
False;GENERAL;VAR349;DI DIVOSAN 2010 1X20L E 100877847;0,00;JAULA LIMPIPEZA;;;;;;;;
False;GENERAL;FPER004;PASTEL DE VERDURAS CON BACON;;;;;;;;;;
False;CARBÓ;MAT189;ZANAHORIA;;;;;;;;;;
False;CONSUMO INTERNO HIGIÉNICOS;VAR322;GUANTES NITRILO AZUL P/S (1 UNIDAD);0,00;LIMPIEZA;;;;;;;;
False;GENERAL;VAR375;ROLLO BOLSAS BASURA NEGRA 54*60 G-80 PEQUEÑA (1 ROLLO);0,00;LIMPIEZA;;;;;;;;
False;GENERAL;FPER013;PASTEL DE SETAS;;;;;;;;;;
False;GENERAL;ELAB001;ELABORACION DE SORPRESA DE CERDO CON GRASA DE PATO;;;;;;;;;;
False;NAVE 5;VAR394;DI DIVOSAN OMEGA HP VS42 1X20L E;0,00;JAULA LIMPIEZA;;;;;;;;
False;CONSUMO INTERNO GENERAL;MAT337;ACEITE DE OLIVA VIRGEN EXTRA GARRAFA 4.4 KG;;;;;;;;;;
False;NAVE 5;VAR375;ROLLO BOLSAS BASURA NEGRA 54*60 G-80 PEQUEÑA (1 ROLLO);89,00;LIMPIEZA;;;;;;;;
False;CONSUMO INTERNO HIGIÉNICOS;VAR016;CALZA COLOR AZUL Y BLANCO REFORZADO (CUBRE ZAPATOS) (1 UNIDAD);0,00;;;;;;;;;
False;GENERAL;VAR058;COMUNITY MANAGER ALVARO foodVAC;0,00;;;;;;;;;
False;GENERAL;SEM024;SEMIELAB JENGIBRE;;;;;;;;;;
False;GENERAL;VAR042;CAPSULAS INDRIYA FROM INDIA;0,00;;;;;;;;;
False;GENERAL;VAR181;LEASING;0,00;;;;;;;;;
False;GENERAL;VAR046;NO USAR BOL. BAS. 80x80 G-150 10UND;0,00;;;;;;;;;
False;GENERAL;ELAB012;SECRETO IBERICO RACION GUIJUELO;0,00;;180724;;;;06/01/2026;;;
False;NAVE 5;VAR311;MALETIN PULARDA SELECTIUM;0,00;;DICIEMBRE 2018;;;;01/06/2019;;;
False;GENERAL;MAT233;MAGRO DE FALDA DE BOVINO;0,00;;(SIN LOTE);;;;19/10/2021;;;
False;GENERAL;SEM005;SALSA DE VACUNO (BOLSA);0,00;;251124;;;;25/05/2026;;;
False;GENERAL;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);0,00;;180221;;;;23/05/2021;;504,00;09/04/2025
False;CARBÓ;MAT048;RABO DE VACUNO;0,00;MMPP CONG;201022-021222;;;;01/05/2023;;;
False;GENERAL;MAT021;HUEVO PASTEURIZADO ARTEOVO;0,00;;PRUEBA;;;;31/03/2023;;;
False;DEPÓSITOS;VAR076;ESTUCHE COULAND;;;;;;;;;;
False;GENERAL;VAR102;TAPAS CORCHO TP 038-039;0,00;;;;;;;;;
False;GENERAL;MAT064;PIMIENTO VERDE CONGELADO;;;;;;;;;;
False;CONSUMO INTERNO HIGIÉNICOS;VAR321;GUANTES NITRILO AZUL M (1 UNIDAD);0,00;LIMPIEZA;;;;;;;;
False;GENERAL;VAR353;Dl DIVOSAN ENDUROPLUS VS63 1X20L E;0,00;;;;;;;;;
False;GENERAL;MAT138;MARGARINA CREMA HOLLAND CUBO 5KG;;;;;;;;;;
False;GENERAL;MAT141;HIERBAS PROVENZALES;;;;;;;;;;
False;GENERAL;MAT163;(VALLE DE ESLA) COSTILLA BUEY;;;;;;;;;;
False;CONSUMO INTERNO HIGIÉNICOS;VAR380;BAYETA SINTETICA 38*40 AZULES (1 UNIDAD);0,00;LIMPIEZA;;;;;;;;
False;GENERAL;FPER012;PANCETA  IBERICA CONFITADA;;;;;;;;;;
False;GENERAL;VAR045;DIPOL ULTRA BAC STOP 12X1l.;0,00;;;;;;;;;
False;GENERAL;MAT015;JAMON SERRANO;0,00;;450918;;;;30/12/2029;;;
False;NAVE 5;VAR481;GUANTES NITRILO AZUL L (1 UNIDAD) 5 GRAMOS GD21L*;20.000,00;LIMPIEZA;;;;;;;;
False;DEPÓSITOS;MAT155;NATA EN POLVO 50% 1*25;;;;;;;;;;
False;GENERAL;MAT122;ESPECIAS CAJUN;;;;;;;;;;
False;NAVE 5;VAR397;SOFT CARE HYG E H5 IC 1X1.3 L W3987;0,00;;;;;;;;;
False;GENERAL;VAR449;PALET 1;34,00;EXPEDICIÓN;;;;;;;8,00;02/05/2025
False;CARBÓ;VAR136;NITRÓGENO LIQUIDO REFRIGERADO;0,00;;;;;;;;;
False;NAVE 5;VAR377;ROLLO BOLSAS BASURA NEGRA 85*105 G-120 GRANDE (1 ROLLO);180,00;LIMPIEZA;;;;;;;;
False;CONSUMO INTERNO HIGIÉNICOS;VAR452;DI HYPOFOAM VF6 1X20L W;0,00;;;;;;;;;
False;GENERAL;VAR062;ASESORIA;0,00;;;;;;;;;
False;NAVE 5;VAR370;GUANTES NITRILO MORADO P/S (1 UNIDAD);0,00;;;;;;;;;
False;GENERAL;MAT117;LOMO CINTA CERDO;;;;;;;;;;
False;GENERAL;VAR034;PAPELERA PLASTICO REJILLA;0,00;;;;;;;;;
False;GENERAL;MATOF001;ARCHIVADOR FOLIO PALANCA PMC (PACK 12);0,00;;;;;;;;;
False;GENERAL;MATOF016;CARPETAS CON GOMAS  A-4 COLORES SURTIDOS;0,00;;;;;;;;;
False;GENERAL;VAR339;SUMA RINSE A5 1X20L W1779+;0,00;;;;;;;;;
False;CONSUMO INTERNO HIGIÉNICOS;VAR378;BAYETA SINTETICA 38*40 VERDES (1 UNIDAD);0,00;;;;;;;;;
False;GENERAL;RACION039;RACION-TERRINA DE OREJA DE CERDO;0,00;;;;;;;;2,00;08/04/2025
False;GENERAL;MAT150;LAUREL HOJAS;;;;;;;;;;
False;NAVE 5;VAR131;CAPUZ/BURKA PP CON MASCARILLA BLANCO (1 UNIDAD);0,00;;;;;;;;;
False;DEPÓSITOS;VAR123;FILM ALIMENTARIO 30;;;;;;;;;;
False;CONSUMO INTERNO HIGIÉNICOS;VAR342;SUMA GRILL GEL D9.4 1X5L W2004;0,00;;;;;;;;;
False;NAVE 5;VAR391;GUANTES NITRILO AZUL XS (1 UNIDAD);0,00;LIMPIEZA;;;;;;;;
False;GENERAL;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);0,00;;280324;;;;04/06/2024;;72,00;09/04/2025
False;GENERAL;MAT056;PATATA PANADERA;0,00;MMPP REF;70-;;;;11/05/2021;;;
False;GENERAL;RACIONPOS009;BLISTER 6- COULAND CHOCOLATE MICROONDAS SIN GLUTEN;37,00;;PRUEBA 1;;;;;;8,00;08/04/2025
False;NAVE 5;MAT075;NUECES;0,00;;215714163;;;;30/04/2019;;;
False;GENERAL;FCAR011;CORDERO DESHUESADO PLANCHA (3x2,35kg);0,00;PPAA CONG;071024;;;;05/04/2026;;62,00;20/10/2025
False;NAVE 5;MAT262;PIMENTON DULCE AHUMADO;0,00;;AV364272;;;;18/07/2024;;;
False;GENERAL;VAR357;MANGUITOS POLIETILENO VERDE 0.02mm (1 UNIDAD);0,00;;;;;;;;;
False;GENERAL;VAR461;DI JONCLEAN 500;0,00;JAULA LIMPIEZA;;;;;;;;
False;GENERAL;MAT152;PAPEL COULANT;;;;;;;;;;
False;GENERAL;MAUX031;ETIQUETA NO VALIDA PARA MERCADONA;0,00;;;;;;;;;
False;GENERAL;VAR389;DI JONCLEAN 18 1X20L SF401400;0,00;JAULA LIMPIEZA;;;;;;;;
False;GENERAL;SCEXP003;STEAK TARTARE 12UDS (2X100G);;;;;;;;;;
False;GENERAL;VAR143;CAJAS CARTON B1 GRANDE;;;;;;;;;;
False;GENERAL;VAR130;ESTUCHE TARTAR ATUN 148*50,5*120;;;;;;;;;;
False;CONSUMO INTERNO HIGIÉNICOS;VAR379;BAYETA SINTETICA 38*40 AMARILLAS (1 UNIDAD);0,00;LIMPIEZA;;;;;;;;
False;CONSUMO INTERNO HIGIÉNICOS;VAR013;ACTIVAL BAÑOS 1X5L 100839687;0,00;;;;;;;;;
False;GENERAL;VAR447;SAL PERLA 1X25KG;0,00;EXPEDICIÓN;;;;;;;;
False;GENERAL;VAR395;DI SUPER DILAC VA4 1X20L W1;0,00;;;;;;;;;
False;GENERAL;MATOF004;PAQUETE PAPEL NAVIGATOR A3 80gr 500H;0,00;;;;;;;;;
False;GENERAL;SEM025;SEMIELAB BROWNIE  WEB (2X100G);;;;;;;;;;
False;NAVE 5;VAR336;SUMA SPECIAL L4 1X20L W3255+;10,00;JAULA LIMPIEZA;;;;;;;;
False;NAVE 5;VAR488;BOTAS ALMACÉN (1 PAR);5,00;LIMPIEZA;;;;;;;;
False;CONSUMO INTERNO HIGIÉNICOS;VAR367;GUANTES NITRILO VERDE P/S (1 UNIDAD);0,00;;;;;;;;;
False;GENERAL;ELAB004;PALETILLA DE COCHINILLO;;;;;;;;;;
False;GENERAL;MAT162;ACIDO CITRICO;;;;;;;;;;
False;CONSUMO INTERNO HIGIÉNICOS;VAR320;GUANTES NITRILO AZUL G/L (1 UNIDAD);0,00;LIMPIEZA;;;;;;;;
False;DEPÓSITOS;MAT104;PAPEL SULFURIZADO;;;;;;;;;;
False;GENERAL;FPOS001;COULAND CHOCOLATE HORNO SIN GLUTEN (24 uds);;;;;;;;;;
False;GENERAL;VAR499;PASTILLAS DETERGENTE ACTIVE GREEN RATIONAL (1 BOTE 150 UDS);1,00;;;;;;;;;
False;CONSUMO INTERNO HIGIÉNICOS;VAR327;CEPILLO ESCOBA (1 UNIDAD);0,00;;;;;;;;;
False;NAVE 5;VAR323;ROLLO PAPEL HIGIENICO (1 ROLLO);192,00;LIMPIEZA;;;;;;;;
False;GENERAL;MAT131;ALMENDRA MOLIDA;;;;;;;;;;
False;GENERAL;VAR348;TASKI SPRINT MULTIUSO 1X0.75L W2245 7516996;0,00;;;;;;;;;
False;NAVE 5;VAR016;CALZA COLOR AZUL Y BLANCO REFORZADO (CUBRE ZAPATOS) (1 UNIDAD);500,00;LIMPIEZA;;;;;;;;
False;GENERAL;VAR144;PROFESIONALES INDEPENDIENTES;0,00;;;;;;;;;
False;GENERAL;VAR376;ROLLO BOLSAS BASURA AMARILLA 85*105 G-140 GRANDE (1 ROLLO);0,00;LIMPIEZA;;;;;;;;
False;NAVE 5;VAR376;ROLLO BOLSAS BASURA AMARILLA 85*105 G-140 GRANDE (1 ROLLO);186,00;LIMPIEZA;;;;;;;;
False;GENERAL;VAR091;DINAN DESINFECTANTE 5 LITROS;0,00;;;;;;;;;
False;NAVE 5;VAR436;SOFT CARE DES E SPRAY H5 1X0.5L E;10,00;JAULA LIMPIEZA;;;;;;;;
False;CONSUMO INTERNO HIGIÉNICOS;VAR090;BATA POLIPROPILENO BLANCA CIERRE VELCRO (1 UNIDAD);0,00;;;;;;;;;
False;GENERAL;VAR363;DELANTALES POLIETILENO VERDE (1 UNIDAD);0,00;;;;;;;;;
False;NAVE 5;VAR476;GUANTES NITRILO AZUL XL (1 UNIDAD) gd21xl*;10.000,00;LIMPIEZA;;;;;;;;
